application_id,credit_score,income,dti,employment_status,age,loan_amount
20117,471,114445,0.46,self-employed,37,206502
20118,421,81228,0.37,employed,41,27656
20119,521,20325,0.24,unemployed,44,415178
20120,590,29110,0.57,employed,52,470480
20121,578,46230,0.33,unemployed,38,129333
20122,745,62030,0.33,self-employed,47,451604
20123,779,171741,0.5,self-employed,23,229626
20124,315,186524,0.48,unemployed,29,292182
20125,844,45721,0.15,unemployed,57,251290
20126,458,87809,0.59,employed,54,476136
20127,799,188748,0.1,employed,37,40913
20128,698,121643,0.27,employed,49,100123
20129,794,117443,0.58,unemployed,43,43381
20130,795,65059,0.2,self-employed,41,332937
20131,766,23963,0.42,employed,37,151573
20132,321,155667,0.22,self-employed,21,498886
20133,560,164235,0.5,self-employed,56,141718
20134,367,76433,0.2,unemployed,41,93790
20135,473,35643,0.56,unemployed,21,411322
20136,318,197170,0.35,self-employed,57,402829
20137,717,140064,0.48,self-employed,27,45085
20138,617,139113,0.13,unemployed,51,63889
20139,756,113832,0.54,employed,51,250209
20140,344,162517,0.51,self-employed,60,185512
20141,315,148111,0.25,unemployed,54,180440
20142,699,173769,0.47,employed,36,36862
20143,457,79477,0.36,self-employed,62,480716
20144,601,47978,0.18,employed,22,316025
20145,568,87638,0.46,employed,57,423141
20146,727,75083,0.42,self-employed,57,372225
20147,637,47868,0.56,employed,24,241016
20148,716,53994,0.45,self-employed,31,431478
20149,473,184050,0.5,employed,62,218830
20150,544,79326,0.58,self-employed,29,144774
20151,376,33281,0.4,unemployed,54,467205
20152,719,178293,0.21,unemployed,65,441641
20153,757,21777,0.11,unemployed,41,59058
20154,745,89772,0.48,unemployed,31,194357
20155,378,20466,0.11,self-employed,35,79915
20156,308,99218,0.52,employed,39,424440
20157,659,41215,0.48,employed,39,74880
20158,592,77394,0.27,self-employed,59,132065
20159,833,99694,0.48,self-employed,35,308484
20160,483,141863,0.31,employed,58,45044
20161,325,33614,0.41,unemployed,21,235121
20162,751,52782,0.46,self-employed,55,21749
20163,376,33444,0.38,employed,49,485567
20164,722,197860,0.29,unemployed,31,309525
20165,376,25835,0.25,unemployed,43,108935
20166,494,58242,0.26,employed,33,218539
20167,688,34075,0.24,unemployed,39,52951
20168,729,77757,0.35,unemployed,23,53888
20169,841,128228,0.49,unemployed,36,109525
20170,445,163188,0.12,unemployed,34,172102
20171,659,72966,0.46,unemployed,34,235026
20172,314,108473,0.36,employed,64,412221
20173,543,189867,0.31,self-employed,38,496289
20174,828,97499,0.16,employed,62,81506
20175,359,120485,0.4,employed,44,18249
20176,816,182188,0.19,unemployed,50,11384
20177,556,31064,0.4,unemployed,39,337881
20178,813,71775,0.16,self-employed,32,424156
20179,786,79667,0.39,employed,33,308721
20180,512,149250,0.32,employed,41,354300
20181,482,142614,0.6,employed,52,285896
20182,657,177112,0.2,self-employed,31,420458
20183,400,72716,0.11,self-employed,22,47849
20184,845,77367,0.44,unemployed,47,221709
20185,706,109889,0.1,self-employed,62,47178
20186,429,170359,0.41,unemployed,21,214159
20187,546,53929,0.25,employed,33,70363
20188,305,25617,0.27,employed,58,122411
20189,435,130103,0.17,employed,41,307362
20190,366,150563,0.17,self-employed,51,271436
20191,516,88879,0.19,unemployed,44,229927
20192,599,173665,0.27,unemployed,30,186655
20193,386,34297,0.47,self-employed,62,383286
20194,817,53471,0.42,employed,32,236616
20195,477,192367,0.32,employed,29,261633
20196,497,149035,0.4,employed,49,167722
20197,730,190476,0.24,self-employed,23,482850
20198,717,52381,0.51,self-employed,47,296970
20199,534,101794,0.13,unemployed,30,72462
20200,471,149331,0.52,employed,32,63413
20201,371,36508,0.39,unemployed,53,145851
20202,318,160800,0.47,unemployed,64,472371
20203,521,40828,0.15,employed,39,33756
20204,731,46152,0.19,unemployed,46,275973
20205,616,61885,0.32,unemployed,21,87478
20206,691,193115,0.26,employed,21,459388
20207,501,112053,0.54,self-employed,59,320894
20208,762,162204,0.21,unemployed,44,341634
20209,494,187105,0.55,employed,42,202376
20210,409,49242,0.36,self-employed,27,44624
20211,783,123203,0.43,self-employed,62,225666
20212,839,69040,0.54,unemployed,60,278399
20213,505,175683,0.23,self-employed,49,437234
20214,427,91391,0.52,unemployed,27,369965
20215,582,114157,0.25,self-employed,48,189719
20216,626,86014,0.25,unemployed,36,344746
20217,706,45748,0.37,unemployed,35,55417
20218,421,159964,0.59,unemployed,21,79983
20219,747,178429,0.52,unemployed,55,112711
20220,327,59260,0.46,unemployed,27,27366
20221,631,34937,0.33,unemployed,27,86049
20222,554,102217,0.56,self-employed,23,120124
20223,345,46724,0.23,self-employed,39,140852
20224,347,100589,0.48,employed,41,199986
20225,711,62564,0.23,unemployed,64,12863
20226,775,82377,0.3,unemployed,22,351076
20227,327,136306,0.45,self-employed,28,366238
20228,393,25342,0.18,self-employed,29,113010
20229,743,169829,0.24,employed,39,322282
20230,325,165988,0.46,unemployed,34,150307
20231,372,177845,0.58,self-employed,24,294928
20232,529,194304,0.59,unemployed,51,274994
20233,456,187978,0.59,self-employed,39,159233
20234,717,142273,0.31,employed,40,52149
20235,849,76716,0.22,unemployed,25,291899
20236,738,88835,0.17,self-employed,31,10134
20237,825,74737,0.34,self-employed,60,387307
20238,444,149830,0.19,unemployed,53,327339
20239,634,133952,0.52,employed,42,8084
20240,732,152616,0.13,self-employed,23,336925
20241,676,119715,0.15,self-employed,57,409584
20242,408,124583,0.3,employed,59,420273
20243,670,109771,0.16,self-employed,63,175735
20244,376,132672,0.19,unemployed,33,12460
20245,748,80249,0.37,self-employed,33,217044
20246,629,189463,0.16,unemployed,32,329387
20247,757,121660,0.42,self-employed,58,384501
20248,673,159304,0.12,self-employed,46,155187
20249,783,100721,0.12,employed,35,467622
20250,762,172940,0.36,unemployed,42,300407
20251,585,33188,0.25,employed,49,381491
20252,332,154153,0.38,self-employed,30,324793
20253,334,125549,0.2,employed,43,14992
20254,664,70914,0.47,unemployed,33,97981
20255,578,195852,0.16,unemployed,43,143943
20256,726,131796,0.4,employed,58,5633
20257,694,175633,0.51,unemployed,57,238186
20258,311,39404,0.57,employed,57,145113
20259,465,118891,0.19,self-employed,25,428273
20260,803,100676,0.35,unemployed,28,203655
20261,699,45125,0.21,self-employed,31,30702
20262,561,127835,0.13,employed,27,233273
20263,343,195930,0.22,employed,32,370495
20264,798,119450,0.46,employed,24,348759
20265,745,146830,0.43,employed,52,31092
20266,410,43570,0.41,unemployed,36,132201
20267,832,123090,0.2,unemployed,45,101774
20268,499,37297,0.4,employed,41,192983
20269,341,194457,0.35,employed,57,286750
20270,532,81041,0.37,self-employed,41,76549
20271,688,178203,0.1,self-employed,63,484319
20272,666,149314,0.17,unemployed,53,15974
20273,735,54665,0.25,employed,42,315652
20274,401,170773,0.47,unemployed,47,406512
20275,795,50067,0.27,self-employed,57,191092
20276,318,156732,0.41,employed,40,190017
20277,761,194035,0.41,unemployed,60,321768
20278,651,135108,0.51,employed,24,194421
20279,772,22759,0.53,self-employed,26,136400
20280,670,172642,0.18,unemployed,51,357263
20281,735,54446,0.21,self-employed,37,125960
20282,326,33073,0.37,employed,38,495432
20283,576,32660,0.59,employed,48,124251
20284,406,197467,0.49,self-employed,60,412452
20285,387,161637,0.19,unemployed,47,222690
20286,844,197994,0.36,employed,43,210403
20287,571,111613,0.18,self-employed,34,214404
20288,550,88261,0.45,self-employed,23,313423
20289,515,106581,0.4,unemployed,22,407360
20290,672,60203,0.5,self-employed,31,6591
20291,448,93135,0.37,unemployed,60,272503
20292,829,40167,0.35,self-employed,64,324367
20293,729,37945,0.36,employed,32,381960
20294,643,58250,0.45,unemployed,25,420302
20295,802,169396,0.59,employed,31,69577
20296,610,58460,0.51,unemployed,59,148922
20297,642,178055,0.24,employed,29,414131
20298,655,122434,0.3,employed,31,477086
20299,472,188309,0.15,self-employed,30,195985
20300,633,70617,0.28,unemployed,59,213138
20301,831,77935,0.59,self-employed,64,74876
20302,756,82855,0.43,unemployed,32,444660
20303,608,87112,0.5,self-employed,23,464176
20304,670,40970,0.52,unemployed,64,96188
20305,454,167661,0.33,self-employed,63,198282
20306,658,32648,0.52,self-employed,45,104577
20307,823,39269,0.43,self-employed,63,21044
20308,678,141007,0.32,employed,39,244010
20309,711,126996,0.3,self-employed,55,102393
20310,472,183699,0.18,self-employed,34,115572
20311,630,131827,0.24,employed,24,247918
20312,387,166746,0.21,self-employed,40,394088
20313,453,129784,0.19,employed,28,498479
20314,611,101675,0.29,unemployed,46,60871
20315,397,175610,0.42,unemployed,27,469029
20316,402,47116,0.11,employed,46,477271
20317,341,81996,0.55,employed,51,416635
20318,378,56424,0.25,self-employed,46,344950
20319,373,87926,0.58,unemployed,59,394478
20320,838,129819,0.12,unemployed,35,383996
20321,522,190201,0.27,employed,38,401770
20322,611,85557,0.5,self-employed,21,122164
20323,655,180729,0.41,self-employed,57,436383
20324,313,33100,0.25,self-employed,38,272823
20325,327,166264,0.19,unemployed,44,22343
20326,676,151464,0.58,unemployed,24,184838
20327,790,38483,0.33,unemployed,49,462129
20328,633,111089,0.38,unemployed,60,355008
20329,847,97569,0.11,unemployed,27,400026
20330,467,37967,0.14,employed,59,349655
20331,312,123047,0.27,employed,38,211664
20332,743,140176,0.18,self-employed,31,413734
20333,841,60275,0.27,self-employed,22,319613
20334,848,104293,0.14,unemployed,22,427407
20335,670,27955,0.49,unemployed,21,56456
20336,583,72750,0.31,self-employed,32,33656
20337,315,185053,0.3,employed,44,361234
20338,628,78564,0.19,self-employed,45,304356
20339,661,62815,0.57,unemployed,42,236444
20340,678,93034,0.2,employed,35,390091
20341,403,196533,0.16,unemployed,45,223913
20342,767,192368,0.3,employed,57,32363
20343,561,25290,0.36,unemployed,41,152685
20344,443,59946,0.36,unemployed,63,460333
20345,304,32553,0.6,employed,62,128007
20346,637,169638,0.44,unemployed,54,458407
20347,699,157931,0.15,employed,65,262331
20348,704,48022,0.29,self-employed,42,412275
20349,780,90188,0.31,employed,37,108691
20350,599,129943,0.46,self-employed,32,395002
20351,520,122072,0.52,employed,46,33396
20352,695,115133,0.47,employed,50,442755
20353,749,101643,0.43,self-employed,35,215103
20354,649,103431,0.51,self-employed,26,387842
20355,661,127068,0.42,self-employed,59,222821
20356,783,143466,0.22,unemployed,64,363362
20357,850,23483,0.19,self-employed,35,429671
20358,579,90566,0.43,employed,23,234679
20359,426,43174,0.3,employed,38,143754
20360,312,51956,0.38,employed,44,373897
20361,566,70410,0.34,employed,24,166757
20362,516,185437,0.27,self-employed,56,184159
20363,535,38712,0.46,employed,62,166174
20364,374,58630,0.36,unemployed,58,447476
20365,702,96477,0.14,unemployed,35,47137
20366,433,86516,0.54,self-employed,47,231785
20367,751,161652,0.33,unemployed,46,234075
20368,573,111987,0.43,self-employed,29,323262
20369,808,165323,0.3,employed,32,215455
20370,439,176517,0.57,employed,21,240049
20371,611,198799,0.49,employed,22,426445
20372,753,77575,0.47,unemployed,31,16777
20373,606,117046,0.55,self-employed,52,74524
20374,564,80495,0.23,employed,60,166689
20375,699,151937,0.47,unemployed,34,186728
20376,753,147734,0.33,employed,39,388638
20377,503,112993,0.49,self-employed,59,389295
20378,486,107062,0.49,self-employed,33,398947
20379,820,192192,0.41,self-employed,55,226714
20380,648,47671,0.32,self-employed,30,54501
20381,429,42414,0.37,unemployed,47,5270
20382,763,131399,0.39,unemployed,35,462096
20383,567,34476,0.25,self-employed,58,128339
20384,331,30093,0.39,self-employed,29,256015
20385,568,90351,0.23,unemployed,33,494413
20386,735,157917,0.21,employed,48,45095
20387,459,161754,0.52,unemployed,46,365323
20388,422,44146,0.58,unemployed,65,70929
20389,385,97524,0.34,unemployed,24,421301
20390,663,140560,0.13,employed,44,88729
20391,348,122909,0.32,employed,61,358427
20392,850,102327,0.36,unemployed,38,287072
20393,532,114104,0.11,self-employed,39,223711
20394,682,131424,0.33,employed,65,287464
20395,804,80603,0.41,employed,40,186119
20396,636,123921,0.52,employed,46,216418
20397,765,24181,0.24,employed,21,313312
20398,677,162422,0.36,self-employed,60,37798
20399,335,111318,0.57,unemployed,27,471894
20400,818,196555,0.4,employed,27,155656
20401,762,166178,0.34,unemployed,35,169141
20402,703,108083,0.22,employed,59,139223
20403,532,90074,0.56,employed,42,407787
20404,335,174827,0.33,employed,62,337616
20405,567,154110,0.22,employed,24,416911
20406,455,135787,0.12,unemployed,46,248910
20407,351,185497,0.18,unemployed,54,237601
20408,653,165544,0.52,employed,53,40871
20409,578,25767,0.17,unemployed,24,178406
20410,530,51244,0.49,unemployed,48,463661
20411,602,133217,0.34,employed,34,405984
20412,432,48360,0.41,self-employed,45,16698
20413,634,38039,0.22,self-employed,29,97273
20414,740,47653,0.35,self-employed,26,71865
20415,726,98216,0.34,employed,30,36140
20416,647,103543,0.51,unemployed,63,435685
20417,517,81264,0.29,employed,39,104758
20418,693,178944,0.48,employed,52,423396
20419,443,72931,0.38,employed,55,260317
20420,549,123864,0.3,unemployed,45,249734
20421,505,156300,0.45,employed,56,325563
20422,481,128827,0.33,employed,24,134505
20423,839,156482,0.55,unemployed,51,459307
20424,370,178477,0.21,unemployed,59,457012
20425,514,74196,0.36,unemployed,31,208796
20426,530,20906,0.21,employed,24,450842
20427,548,111071,0.1,unemployed,55,493770
20428,421,105198,0.27,employed,25,417657
20429,772,134582,0.12,unemployed,31,373359
20430,701,146647,0.4,employed,34,360009
20431,695,179783,0.36,unemployed,54,172828
20432,730,120996,0.39,self-employed,30,107415
20433,371,89166,0.41,unemployed,46,46157
20434,311,83909,0.2,unemployed,24,22252
20435,501,173286,0.19,employed,42,306547
20436,728,92168,0.37,self-employed,32,236895
20437,602,85109,0.49,employed,52,282797
20438,401,93295,0.57,unemployed,29,466669
20439,335,168986,0.4,self-employed,38,477294
20440,613,127082,0.35,employed,65,261010
20441,575,110318,0.18,unemployed,50,54343
20442,436,145990,0.36,self-employed,32,171540
20443,548,140878,0.57,unemployed,28,143050
20444,610,169089,0.41,unemployed,62,390500
20445,306,97876,0.42,employed,60,33508
20446,830,64916,0.16,unemployed,60,73037
20447,661,30035,0.22,employed,56,405968
20448,326,180130,0.56,self-employed,45,390653
20449,350,78150,0.3,unemployed,32,218365
20450,537,192584,0.24,self-employed,54,96615
20451,315,83219,0.54,employed,54,419648
20452,420,198245,0.14,unemployed,35,383268
20453,779,51872,0.13,self-employed,46,217540
20454,610,135257,0.13,unemployed,29,208847
20455,389,54516,0.57,unemployed,50,277919
20456,786,66709,0.27,employed,22,317380
20457,603,77921,0.11,unemployed,35,229276
20458,728,174042,0.44,self-employed,38,227760
20459,485,88516,0.19,self-employed,57,176787
20460,429,143608,0.53,unemployed,58,483205
20461,543,93735,0.19,self-employed,34,427912
20462,580,51242,0.52,self-employed,46,156782
20463,513,195350,0.54,employed,57,447945
20464,573,134483,0.52,self-employed,28,394268
20465,710,122563,0.32,unemployed,53,479918
20466,527,165298,0.17,employed,51,262528
20467,719,104468,0.2,self-employed,45,251457
20468,415,151528,0.37,unemployed,45,139905
20469,614,115462,0.15,self-employed,21,436034
20470,447,102828,0.57,employed,55,463107
20471,725,183884,0.11,self-employed,56,242787
20472,723,124936,0.34,self-employed,40,158052
20473,539,23609,0.46,employed,62,333380
20474,390,188523,0.12,unemployed,39,235080
20475,663,20677,0.34,employed,45,12737
20476,807,191317,0.28,employed,24,288154
20477,635,49633,0.5,unemployed,37,491639
20478,525,102880,0.28,employed,56,242548
20479,605,111378,0.55,employed,21,166771
20480,802,143760,0.18,unemployed,43,169150
20481,463,186409,0.52,self-employed,22,362971
20482,406,140177,0.43,unemployed,49,121830
20483,721,66676,0.38,self-employed,40,35783
20484,416,79848,0.17,unemployed,62,229883
20485,540,48573,0.51,self-employed,36,201285
20486,710,34995,0.5,employed,45,5209
20487,321,51979,0.16,self-employed,26,394193
20488,302,73394,0.46,self-employed,26,476015
20489,819,72464,0.45,self-employed,21,7480
20490,678,182703,0.24,self-employed,57,248037
20491,748,113988,0.43,self-employed,43,286413
20492,756,193347,0.58,self-employed,32,329947
20493,581,193889,0.37,unemployed,47,366012
20494,717,73740,0.38,unemployed,39,241065
20495,579,26467,0.59,unemployed,38,204243
20496,558,21795,0.48,unemployed,43,363918
20497,765,54281,0.15,employed,44,300617
20498,843,87349,0.5,self-employed,22,384602
20499,335,153697,0.22,employed,58,170208
20500,683,168571,0.34,unemployed,29,303122
20501,692,53319,0.29,employed,40,253114
20502,779,69959,0.36,unemployed,58,111389
20503,612,121089,0.51,unemployed,41,489773
20504,418,110253,0.42,unemployed,34,467495
20505,505,158001,0.44,self-employed,43,170902
20506,380,115419,0.2,employed,52,390952
20507,796,89790,0.53,unemployed,48,461302
20508,643,73223,0.47,self-employed,52,140450
20509,323,30100,0.12,unemployed,58,264007
20510,484,175088,0.16,unemployed,47,25301
20511,461,25182,0.39,employed,50,406718
20512,537,96416,0.55,self-employed,46,70816
20513,810,53538,0.28,employed,58,240853
20514,370,59242,0.32,unemployed,47,481866
20515,352,109906,0.44,unemployed,26,361462
20516,489,38536,0.51,employed,41,248409
20517,733,101682,0.36,unemployed,61,120783
20518,331,183668,0.44,unemployed,45,444739
20519,307,132950,0.23,unemployed,25,314232
20520,460,112135,0.47,unemployed,64,368349
20521,493,164645,0.3,employed,46,252344
20522,782,49380,0.12,employed,42,369368
20523,743,111566,0.2,employed,57,326433
20524,678,122220,0.52,self-employed,54,153545
20525,316,195594,0.21,employed,59,313307
20526,643,129162,0.41,employed,31,179371
20527,650,148736,0.23,self-employed,25,133013
20528,431,131951,0.19,unemployed,34,330588
20529,341,125812,0.39,self-employed,21,226057
20530,335,51700,0.19,unemployed,47,274874
20531,634,122670,0.35,employed,50,369608
20532,312,168641,0.14,employed,47,158506
20533,427,136389,0.35,unemployed,54,322522
20534,365,82015,0.22,self-employed,49,315727
20535,509,161906,0.23,employed,51,185150
20536,500,119396,0.18,unemployed,32,404987
20537,501,146570,0.29,unemployed,52,255103
20538,683,106485,0.16,employed,21,473068
20539,665,42816,0.19,employed,21,321178
20540,799,119054,0.15,unemployed,23,108729
20541,698,31224,0.26,employed,52,334424
20542,339,40560,0.58,self-employed,60,342070
20543,796,137782,0.52,self-employed,27,499738
20544,814,125156,0.54,unemployed,48,431639
20545,785,50842,0.28,self-employed,50,372607
20546,724,160484,0.49,employed,35,122132
20547,639,137307,0.3,self-employed,38,462239
20548,335,138935,0.37,employed,32,299065
20549,354,156846,0.21,self-employed,47,496689
20550,621,74851,0.17,unemployed,43,220870
20551,593,161299,0.57,unemployed,57,174297
20552,426,92914,0.32,unemployed,41,251932
20553,838,164602,0.47,self-employed,61,309796
20554,774,137384,0.17,employed,33,169097
20555,558,138718,0.19,self-employed,22,54641
20556,430,68718,0.48,unemployed,64,433884
20557,622,79533,0.15,self-employed,32,466048
20558,314,138424,0.25,employed,35,135321
20559,395,121146,0.2,unemployed,64,481346
20560,458,156349,0.13,unemployed,45,68705
20561,610,121055,0.51,self-employed,57,360856
20562,492,146171,0.29,employed,30,60245
20563,486,181499,0.25,employed,55,231873
20564,677,109447,0.48,employed,42,314932
20565,718,115117,0.44,unemployed,42,102577
20566,335,71290,0.38,self-employed,59,233127
20567,671,123897,0.39,employed,43,47166
20568,412,52003,0.35,employed,51,455481
20569,373,124437,0.36,self-employed,32,108142
20570,789,20742,0.38,self-employed,41,442734
20571,767,131021,0.56,employed,31,133480
20572,720,128771,0.27,self-employed,40,272696
20573,773,150289,0.31,unemployed,60,219034
20574,320,99921,0.36,unemployed,37,231481
20575,651,110253,0.21,unemployed,39,106677
20576,766,121240,0.3,employed,43,359544
20577,730,95360,0.46,self-employed,63,456631
20578,737,62031,0.35,unemployed,46,206846
20579,708,66841,0.33,unemployed,22,491780
20580,523,106961,0.36,employed,34,465297
20581,593,59018,0.57,unemployed,44,50303
20582,324,126297,0.22,self-employed,52,292256
20583,783,161684,0.43,unemployed,35,406771
20584,431,58728,0.5,employed,65,132143
20585,786,162425,0.18,employed,41,325184
20586,670,169449,0.47,self-employed,51,410392
20587,528,110640,0.43,self-employed,35,51981
20588,519,188464,0.42,unemployed,49,309771
20589,665,63526,0.32,employed,45,422941
20590,381,69030,0.52,unemployed,59,387204
20591,628,113243,0.43,employed,49,131334
20592,559,43603,0.33,employed,35,36756
20593,343,59626,0.27,unemployed,34,169405
20594,797,119011,0.46,employed,62,174827
20595,825,191189,0.41,self-employed,39,164854
20596,830,45810,0.28,unemployed,34,308446
20597,486,71202,0.41,unemployed,48,267442
20598,516,171238,0.33,self-employed,48,195180
20599,715,118890,0.44,employed,52,456992
20600,399,136442,0.55,unemployed,59,115631
20601,475,123448,0.37,unemployed,21,485556
20602,706,87811,0.28,self-employed,47,396150
20603,332,39284,0.58,unemployed,21,269689
20604,814,192032,0.3,self-employed,64,139773
20605,611,32615,0.28,unemployed,55,446337
20606,710,54321,0.29,self-employed,24,348003
20607,845,165176,0.15,self-employed,37,477364
20608,472,85271,0.5,self-employed,53,265034
20609,729,122434,0.33,unemployed,32,296932
20610,742,114965,0.52,self-employed,36,498321
20611,762,135431,0.16,unemployed,51,83685
20612,447,161446,0.22,unemployed,37,416527
20613,760,94572,0.59,unemployed,51,250819
20614,781,84525,0.15,unemployed,28,18819
20615,605,67311,0.11,unemployed,52,115232
20616,347,61668,0.17,self-employed,41,293456
20617,308,164527,0.44,unemployed,65,46085
20618,740,147384,0.3,self-employed,48,359906
20619,336,31470,0.6,employed,23,57008
20620,611,165511,0.29,employed,25,378736
20621,372,33936,0.14,self-employed,46,299767
20622,554,82757,0.42,unemployed,59,391599
20623,597,55216,0.12,unemployed,52,292091
20624,762,156165,0.34,self-employed,64,232013
20625,446,189734,0.44,self-employed,46,499103
20626,631,134303,0.5,unemployed,34,305252
20627,490,50542,0.55,employed,57,455279
20628,725,52435,0.13,employed,57,84404
20629,775,186927,0.14,self-employed,59,31747
20630,642,192385,0.26,unemployed,61,56649
20631,792,40331,0.14,employed,25,15282
20632,368,199654,0.29,self-employed,59,377677
20633,743,91969,0.18,employed,38,98159
20634,631,25364,0.2,self-employed,24,490776
20635,768,76517,0.31,employed,63,74708
20636,646,38096,0.19,employed,47,344002
20637,308,82639,0.14,self-employed,29,148566
20638,487,60107,0.42,self-employed,43,353590
20639,377,51631,0.6,unemployed,21,372001
20640,468,158693,0.22,unemployed,37,391626
20641,591,126489,0.15,unemployed,54,172446
20642,381,120631,0.22,self-employed,54,274666
20643,681,148541,0.2,unemployed,30,146518
20644,845,98510,0.23,unemployed,64,146350
20645,380,123408,0.31,employed,59,413490
20646,377,167663,0.41,employed,48,135119
20647,841,108855,0.55,employed,63,35143
20648,483,52297,0.32,employed,56,371647
20649,820,187378,0.18,employed,65,450597
20650,467,53622,0.14,self-employed,51,272235
20651,710,25773,0.37,self-employed,59,26773
20652,356,139596,0.27,self-employed,36,305335
20653,643,178320,0.38,unemployed,55,428372
