application_id,credit_score,income,dti,employment_status,age,loan_amount
40159,554,74144,0.34,unemployed,46,436933
40160,452,137229,0.52,self-employed,64,132007
40161,625,51691,0.37,self-employed,21,67297
40162,813,123003,0.56,unemployed,60,238911
40163,600,83395,0.38,employed,23,440353
40164,478,184524,0.24,self-employed,52,491047
40165,541,182010,0.36,unemployed,34,455227
40166,463,114111,0.32,unemployed,45,205674
40167,608,74517,0.25,self-employed,26,120994
40168,535,34899,0.41,unemployed,21,146678
40169,428,193851,0.26,unemployed,33,34668
40170,532,132455,0.5,employed,61,146199
40171,581,65984,0.26,self-employed,29,127259
40172,383,88228,0.26,unemployed,26,294206
40173,829,27960,0.15,unemployed,47,150320
40174,798,182551,0.34,self-employed,28,380338
40175,576,58342,0.41,self-employed,40,10306
40176,788,34597,0.1,employed,52,136087
40177,841,70606,0.3,employed,37,343428
40178,358,157970,0.12,self-employed,36,496762
40179,469,137928,0.13,unemployed,32,430159
40180,796,54913,0.21,self-employed,55,142427
40181,734,121201,0.55,unemployed,30,381130
40182,845,99208,0.27,self-employed,64,480558
40183,565,163314,0.45,unemployed,60,384403
40184,679,141811,0.47,self-employed,21,126531
40185,610,141744,0.19,self-employed,61,375428
40186,767,63138,0.11,employed,55,245235
40187,768,47618,0.17,self-employed,31,323198
40188,348,141229,0.23,self-employed,34,28924
40189,748,52191,0.47,self-employed,30,320826
40190,811,115164,0.46,self-employed,65,179962
40191,355,103385,0.4,employed,49,26711
40192,706,192685,0.16,employed,40,106115
40193,606,176562,0.52,employed,63,372718
40194,552,161679,0.24,self-employed,47,407692
40195,694,150871,0.59,unemployed,60,253165
40196,767,163746,0.25,employed,35,231737
40197,368,101034,0.24,unemployed,43,52241
40198,843,177753,0.13,unemployed,50,474148
40199,797,107405,0.29,employed,46,432574
40200,715,29879,0.22,employed,33,378299
40201,328,129007,0.28,employed,46,380415
40202,604,150493,0.39,unemployed,63,490021
40203,357,172565,0.57,employed,25,348667
40204,552,115407,0.38,unemployed,45,383696
40205,403,66570,0.26,employed,50,340199
40206,383,85165,0.26,self-employed,28,445208
40207,694,42213,0.21,employed,59,336654
40208,785,40132,0.47,employed,65,51609
40209,778,79376,0.13,self-employed,25,88290
40210,466,149608,0.15,employed,29,98796
40211,395,78465,0.15,unemployed,21,128988
40212,306,51963,0.4,unemployed,58,210506
40213,400,122015,0.31,unemployed,53,454093
40214,831,64663,0.18,self-employed,46,250950
40215,544,147836,0.34,self-employed,35,201130
40216,755,75211,0.22,self-employed,46,186780
40217,611,60632,0.37,self-employed,44,193299
40218,308,166750,0.42,employed,44,206260
40219,463,135088,0.32,employed,39,209017
40220,536,171969,0.14,unemployed,40,174338
40221,769,137287,0.43,self-employed,65,38641
40222,387,185459,0.23,employed,29,321398
40223,487,142083,0.16,self-employed,50,95199
40224,505,93180,0.46,unemployed,63,491553
40225,616,35096,0.56,unemployed,35,67502
40226,756,153768,0.22,employed,30,12993
40227,352,99389,0.15,unemployed,54,209349
40228,600,137439,0.47,self-employed,57,58606
40229,455,176762,0.45,self-employed,33,75694
40230,643,130976,0.56,self-employed,41,262652
40231,722,198355,0.32,employed,37,299342
40232,582,173381,0.29,self-employed,52,29332
40233,468,77352,0.28,unemployed,35,245902
40234,348,49846,0.16,self-employed,35,168346
40235,558,142317,0.42,unemployed,36,324889
40236,544,29427,0.36,employed,30,435535
40237,316,114185,0.3,employed,33,288647
40238,455,167027,0.44,employed,53,61933
40239,458,177601,0.45,self-employed,53,101307
40240,446,50128,0.5,employed,30,8023
40241,827,197340,0.38,self-employed,40,460629
40242,698,43181,0.37,self-employed,48,460369
40243,624,29814,0.12,unemployed,24,398074
40244,620,191590,0.35,self-employed,47,484968
40245,559,59233,0.38,employed,65,402791
40246,391,26125,0.19,employed,64,152972
40247,843,128924,0.34,self-employed,30,40774
40248,774,159741,0.5,unemployed,44,392572
40249,474,188253,0.25,unemployed,22,129264
40250,340,169328,0.55,self-employed,61,131329
40251,671,99854,0.58,employed,61,139295
40252,364,175454,0.56,employed,48,233961
40253,358,27918,0.42,employed,52,263109
40254,793,132945,0.17,employed,37,440821
40255,615,95885,0.55,unemployed,49,137228
40256,466,61289,0.44,unemployed,47,154582
40257,413,77286,0.33,unemployed,46,124928
40258,801,102935,0.18,self-employed,39,117275
40259,424,58104,0.27,unemployed,31,24489
40260,639,75396,0.38,unemployed,35,451634
40261,389,167825,0.12,unemployed,56,134559
40262,681,20010,0.48,self-employed,26,406925
40263,346,187905,0.36,unemployed,26,482838
40264,598,41592,0.58,unemployed,40,104803
40265,523,76211,0.24,self-employed,44,193653
40266,599,84234,0.41,self-employed,42,250082
40267,403,111134,0.53,unemployed,33,69939
40268,778,118854,0.12,employed,49,283580
40269,442,144376,0.47,unemployed,26,263747
40270,753,100226,0.21,unemployed,38,378620
40271,337,43269,0.19,self-employed,43,473045
40272,535,62982,0.45,self-employed,43,69661
40273,350,90216,0.3,self-employed,45,307503
40274,398,56265,0.44,employed,31,212165
40275,705,128190,0.35,self-employed,28,241283
40276,459,112039,0.48,self-employed,46,481815
40277,821,164477,0.37,employed,59,147890
40278,733,156354,0.33,unemployed,28,146986
40279,412,110534,0.48,employed,41,413328
40280,409,114955,0.43,self-employed,64,39954
40281,792,96996,0.43,employed,63,14807
40282,688,120204,0.24,unemployed,26,498539
40283,549,56513,0.53,self-employed,57,174669
40284,754,141405,0.3,employed,45,232075
40285,658,101173,0.18,unemployed,42,198668
40286,410,75364,0.28,self-employed,57,194138
40287,812,91608,0.26,self-employed,53,251846
40288,378,97329,0.22,employed,48,393160
40289,380,46606,0.36,employed,29,55520
40290,341,92648,0.58,unemployed,33,229755
40291,618,77911,0.49,employed,21,267748
40292,355,64976,0.29,employed,37,409584
40293,568,197971,0.57,self-employed,37,111796
40294,637,198442,0.2,self-employed,50,252773
40295,844,181142,0.45,employed,51,97730
40296,567,84691,0.41,unemployed,32,131509
40297,475,116894,0.14,unemployed,33,435417
40298,509,88991,0.27,self-employed,23,395056
40299,731,80076,0.24,unemployed,47,225870
40300,759,118902,0.49,employed,44,234402
40301,399,23708,0.31,employed,56,285469
40302,694,30782,0.56,unemployed,55,119137
40303,504,116670,0.49,unemployed,63,62386
40304,692,68866,0.23,unemployed,33,285057
40305,399,186309,0.19,unemployed,52,303320
40306,348,120691,0.4,employed,22,183984
40307,776,74220,0.51,unemployed,38,19354
40308,478,151606,0.14,self-employed,58,54132
40309,383,123718,0.14,employed,27,45265
40310,416,51917,0.42,self-employed,43,12449
40311,846,146618,0.53,self-employed,47,201735
40312,633,144620,0.37,employed,48,192463
40313,844,119169,0.13,self-employed,53,494326
40314,438,165779,0.39,self-employed,56,53932
40315,399,144794,0.4,unemployed,47,169952
40316,790,196051,0.37,employed,54,317361
40317,361,181704,0.19,employed,33,106836
40318,506,112853,0.52,unemployed,32,52711
40319,586,28230,0.18,employed,40,373153
40320,727,142052,0.45,unemployed,63,306511
40321,390,43103,0.27,unemployed,49,405429
40322,390,186709,0.47,unemployed,53,51058
40323,652,148347,0.21,self-employed,36,265264
40324,438,88395,0.17,employed,31,229837
40325,305,177553,0.25,employed,32,180292
40326,725,183300,0.59,unemployed,60,319293
40327,805,69949,0.34,self-employed,58,473217
40328,570,123982,0.39,unemployed,47,75300
40329,453,35364,0.22,unemployed,26,270977
40330,511,168535,0.58,self-employed,33,441761
40331,787,179478,0.11,unemployed,56,73963
40332,671,195590,0.31,employed,48,196953
40333,328,114813,0.4,employed,28,156124
40334,576,152350,0.1,employed,36,365239
40335,774,150688,0.25,employed,54,402152
40336,319,105397,0.42,self-employed,51,13477
40337,348,105553,0.51,employed,53,374234
40338,472,109817,0.32,unemployed,30,407516
40339,740,94520,0.24,employed,37,243068
40340,543,98031,0.19,employed,28,350366
40341,785,100831,0.1,self-employed,60,497068
40342,747,60825,0.47,unemployed,24,444830
40343,374,179975,0.32,unemployed,29,348812
40344,559,130065,0.54,employed,33,60473
40345,344,181536,0.49,self-employed,41,280265
40346,606,120024,0.19,self-employed,41,48739
40347,710,66570,0.15,self-employed,41,245178
40348,691,146919,0.43,unemployed,49,85770
40349,552,106387,0.46,self-employed,39,14074
40350,539,98978,0.23,self-employed,40,212667
40351,313,145547,0.32,unemployed,30,308519
40352,485,129152,0.24,employed,57,169225
40353,585,117234,0.25,self-employed,50,8989
40354,504,142675,0.54,unemployed,50,126508
40355,579,115196,0.32,unemployed,36,311909
40356,494,40436,0.31,employed,53,109977
40357,300,65167,0.32,self-employed,27,145073
40358,366,89869,0.37,unemployed,61,202902
40359,410,45610,0.12,employed,35,242407
40360,528,153239,0.14,self-employed,31,327106
40361,404,23975,0.34,unemployed,35,94496
40362,498,117767,0.58,employed,23,461676
40363,390,49760,0.19,employed,36,58598
40364,648,102421,0.26,employed,60,335322
40365,813,88122,0.33,unemployed,64,483897
40366,746,139197,0.15,unemployed,28,96175
40367,721,191991,0.34,unemployed,61,284575
40368,575,77002,0.57,self-employed,57,142239
40369,607,143836,0.17,self-employed,61,329699
40370,439,94721,0.33,employed,60,379637
40371,748,60581,0.23,self-employed,55,116161
40372,583,147228,0.34,self-employed,61,188921
40373,624,24925,0.57,unemployed,52,7647
40374,311,117438,0.23,employed,34,66936
40375,732,91183,0.25,employed,26,270642
40376,417,172289,0.58,self-employed,46,206117
40377,463,58234,0.17,employed,32,383544
40378,814,73193,0.31,unemployed,48,272246
40379,363,130955,0.46,employed,42,43658
40380,485,137107,0.53,employed,51,482492
40381,520,149767,0.36,unemployed,52,39428
40382,472,198035,0.41,self-employed,60,381723
40383,686,84257,0.45,self-employed,37,208502
40384,634,68321,0.57,self-employed,59,371944
40385,657,25456,0.36,unemployed,32,388708
40386,706,193374,0.24,unemployed,61,63901
40387,438,105752,0.34,employed,24,464300
40388,619,68676,0.32,employed,31,316819
40389,664,37906,0.14,employed,54,87965
40390,698,148128,0.12,unemployed,49,427245
40391,707,168753,0.43,self-employed,29,309570
40392,561,143231,0.28,unemployed,22,187748
40393,763,180660,0.48,self-employed,42,182185
40394,779,55946,0.23,self-employed,46,186282
40395,560,143140,0.18,unemployed,40,341584
40396,398,187688,0.13,employed,31,238738
40397,460,110837,0.48,self-employed,27,30354
40398,714,180661,0.3,employed,60,176652
40399,579,162472,0.58,self-employed,46,230485
40400,560,105993,0.34,self-employed,27,261676
40401,645,51715,0.19,employed,48,468337
40402,826,113831,0.17,self-employed,62,477148
40403,369,133103,0.3,employed,39,307214
40404,822,77118,0.49,unemployed,31,199039
40405,545,143010,0.46,self-employed,41,393973
40406,515,107511,0.24,self-employed,25,27924
40407,374,131810,0.48,self-employed,27,151574
40408,533,146090,0.17,employed,27,337012
40409,744,81475,0.59,self-employed,37,238010
40410,375,54984,0.34,employed,63,217206
40411,543,139796,0.13,unemployed,59,463760
40412,457,178182,0.11,employed,56,270195
40413,560,84340,0.33,employed,33,344262
40414,677,43650,0.54,employed,49,10551
40415,587,155980,0.57,self-employed,58,472120
40416,805,61811,0.19,unemployed,59,197107
40417,552,166999,0.42,self-employed,42,341059
40418,819,112871,0.14,employed,43,78504
40419,565,167590,0.24,self-employed,43,189169
40420,660,31586,0.43,self-employed,26,480151
40421,728,38740,0.26,unemployed,48,107584
40422,331,110324,0.11,self-employed,29,463291
40423,635,129410,0.55,self-employed,51,497618
40424,354,181870,0.42,employed,47,361831
40425,446,148540,0.59,unemployed,26,234703
40426,371,106851,0.13,unemployed,42,116275
40427,384,55718,0.11,employed,35,129663
40428,700,34348,0.13,employed,58,59697
40429,523,117809,0.32,unemployed,65,38011
40430,525,26415,0.57,unemployed,35,442443
40431,477,155199,0.22,self-employed,31,165982
40432,446,171947,0.51,unemployed,23,201567
40433,821,62157,0.42,unemployed,41,473596
40434,814,146367,0.13,employed,32,290799
40435,588,191892,0.12,employed,47,399385
40436,556,198061,0.31,self-employed,49,431963
40437,420,79159,0.11,unemployed,44,364215
40438,710,141863,0.26,employed,24,159729
40439,840,51897,0.21,employed,32,32768
40440,328,87449,0.2,employed,58,338359
40441,324,58720,0.37,unemployed,49,195767
40442,500,91216,0.4,self-employed,55,455780
40443,628,134045,0.22,unemployed,55,45141
40444,594,159190,0.18,employed,61,154764
40445,375,46580,0.19,unemployed,26,211801
40446,621,180338,0.48,employed,61,219997
40447,798,172583,0.19,employed,56,480852
40448,710,132282,0.25,self-employed,52,467875
40449,675,64787,0.16,employed,62,499102
40450,674,65429,0.1,self-employed,27,132979
40451,499,173836,0.47,self-employed,26,488433
40452,697,51095,0.12,unemployed,64,185129
40453,834,192850,0.23,self-employed,58,472451
40454,669,77025,0.19,self-employed,64,158097
40455,362,178248,0.4,unemployed,35,234742
40456,374,95833,0.54,unemployed,56,376943
40457,825,67238,0.45,employed,37,458306
40458,802,193231,0.36,employed,37,494117
40459,427,128025,0.55,unemployed,24,218378
40460,481,159687,0.18,employed,39,37608
40461,377,191472,0.26,unemployed,58,122853
40462,406,42871,0.3,unemployed,60,305683
40463,826,186151,0.58,employed,57,266533
40464,787,136155,0.53,employed,31,300947
40465,758,130174,0.25,unemployed,22,171228
40466,503,97101,0.58,employed,61,492249
40467,358,168793,0.43,self-employed,47,452327
40468,629,145040,0.44,unemployed,42,302207
40469,409,159906,0.45,employed,31,146854
40470,608,172602,0.17,employed,27,207942
40471,606,49883,0.41,employed,30,14864
40472,784,25440,0.39,employed,45,343423
40473,797,107073,0.1,employed,28,447868
40474,732,120601,0.41,unemployed,25,75444
40475,700,152255,0.33,employed,26,333634
40476,846,171096,0.51,unemployed,35,203689
40477,477,124837,0.47,employed,28,31370
40478,498,110636,0.11,employed,53,463469
40479,343,153537,0.34,unemployed,58,70383
40480,387,132878,0.39,unemployed,36,174228
40481,591,100885,0.38,self-employed,62,92378
40482,408,174553,0.38,self-employed,43,305752
40483,366,103135,0.25,unemployed,36,475647
40484,443,186392,0.16,employed,44,235624
40485,709,48052,0.53,unemployed,22,347657
40486,347,83591,0.34,employed,46,395760
40487,668,180679,0.44,self-employed,32,92723
40488,337,66033,0.18,employed,45,403943
40489,502,46539,0.48,self-employed,52,158696
40490,527,162733,0.14,self-employed,40,28378
40491,672,79974,0.48,self-employed,21,133083
40492,778,118594,0.37,unemployed,22,320345
40493,366,163831,0.12,employed,52,443802
40494,828,32626,0.24,self-employed,42,464061
40495,438,185144,0.32,self-employed,24,61689
40496,803,118938,0.34,unemployed,24,114109
40497,328,89139,0.46,self-employed,62,138772
40498,304,148888,0.28,unemployed,23,476452
40499,544,65071,0.41,employed,42,129556
40500,322,124957,0.3,unemployed,40,376565
40501,560,120360,0.42,unemployed,25,324918
40502,831,109711,0.37,employed,53,378117
40503,472,134741,0.33,unemployed,46,321044
40504,541,147085,0.56,self-employed,33,122810
40505,679,148227,0.15,employed,27,304577
40506,439,166974,0.48,unemployed,39,488049
40507,592,141899,0.39,employed,57,63625
40508,806,34921,0.11,employed,65,99443
40509,471,146744,0.36,employed,54,33893
40510,738,44364,0.25,self-employed,56,463613
40511,529,157904,0.58,unemployed,38,100864
40512,828,118450,0.17,employed,56,92570
40513,621,173665,0.27,employed,31,256621
40514,630,192512,0.13,employed,46,14478
40515,820,50807,0.18,self-employed,45,394051
40516,461,181831,0.29,employed,54,139719
40517,511,36717,0.48,employed,31,475974
40518,342,175072,0.44,self-employed,34,195442
40519,660,182881,0.33,self-employed,49,464155
40520,837,173359,0.31,unemployed,33,218191
40521,804,92948,0.12,employed,27,247374
40522,598,57070,0.14,employed,59,412705
40523,484,122346,0.13,unemployed,22,390463
40524,535,197260,0.37,employed,44,431676
40525,586,38957,0.11,unemployed,21,5423
40526,345,198460,0.24,employed,40,419547
40527,702,117859,0.25,self-employed,41,381201
40528,754,84651,0.48,unemployed,21,447821
40529,781,123370,0.53,employed,43,433911
40530,487,40793,0.35,employed,28,489405
40531,782,143711,0.44,unemployed,41,422047
40532,489,76775,0.32,self-employed,34,359962
40533,568,95473,0.1,unemployed,28,424634
40534,827,98863,0.37,self-employed,31,149876
40535,714,50165,0.31,employed,57,215880
40536,384,137305,0.3,self-employed,21,67638
40537,556,51700,0.18,self-employed,27,433965
40538,317,51525,0.57,unemployed,21,288888
40539,732,195593,0.29,self-employed,30,265815
40540,845,33271,0.48,unemployed,48,99023
40541,405,186245,0.6,employed,41,101006
40542,405,28418,0.41,self-employed,28,259226
40543,644,164672,0.58,employed,50,352127
40544,815,197686,0.25,employed,59,464681
40545,819,38189,0.55,self-employed,26,498744
40546,603,31995,0.44,unemployed,31,362795
40547,381,197686,0.57,employed,54,301210
40548,701,153145,0.34,employed,58,196551
40549,363,65205,0.52,employed,43,430587
40550,709,155641,0.5,self-employed,43,125667
40551,617,144423,0.2,employed,36,277661
40552,576,91081,0.47,employed,53,260891
40553,359,193266,0.57,unemployed,41,132458
40554,626,144271,0.47,unemployed,23,286430
40555,416,85059,0.32,self-employed,37,96006
40556,506,42093,0.47,unemployed,43,95817
40557,357,141793,0.16,employed,21,269638
40558,604,154045,0.44,unemployed,50,269275
40559,402,188782,0.32,unemployed,41,320900
40560,300,97894,0.54,unemployed,62,34630
40561,664,50384,0.29,employed,49,152861
40562,677,155709,0.14,unemployed,32,448221
40563,455,58328,0.51,self-employed,26,417138
40564,500,96588,0.35,self-employed,48,207482
40565,378,40626,0.23,self-employed,65,495947
40566,637,174841,0.46,employed,56,425189
40567,480,61962,0.22,unemployed,58,26191
40568,302,117681,0.49,self-employed,47,319169
40569,834,121702,0.11,unemployed,29,394399
40570,376,63444,0.21,unemployed,46,496591
40571,532,81465,0.19,employed,26,333592
40572,839,124540,0.15,unemployed,25,145086
40573,586,168927,0.46,self-employed,26,340705
40574,610,119417,0.48,employed,50,262070
40575,739,164223,0.12,self-employed,42,37434
40576,317,60368,0.47,employed,52,421311
40577,580,100241,0.15,unemployed,24,13933
40578,744,41214,0.31,unemployed,37,42669
40579,800,24817,0.55,employed,58,22963
40580,771,145674,0.51,self-employed,34,437023
40581,788,123491,0.47,employed,46,479831
40582,803,29107,0.35,self-employed,52,116952
40583,763,53276,0.18,self-employed,64,46259
40584,794,189035,0.36,self-employed,22,66567
40585,433,31365,0.44,unemployed,51,122699
40586,816,139581,0.47,self-employed,24,85749
40587,597,21479,0.35,unemployed,32,367142
40588,511,124833,0.59,employed,42,268540
40589,369,66098,0.54,employed,49,132851
40590,323,63582,0.53,employed,65,431863
40591,634,148603,0.35,employed,50,494442
40592,776,96677,0.22,unemployed,40,301155
40593,351,56241,0.13,unemployed,64,466581
40594,515,51437,0.45,employed,31,380991
40595,716,65468,0.33,employed,65,157538
40596,437,94679,0.3,self-employed,54,433172
40597,692,23486,0.57,employed,21,244952
40598,575,149775,0.11,unemployed,21,115272
40599,476,192836,0.15,employed,53,103671
40600,487,169790,0.6,self-employed,60,38748
40601,571,186773,0.13,unemployed,46,60416
40602,351,78781,0.23,employed,62,23109
40603,828,90868,0.41,self-employed,30,257794
40604,526,162738,0.56,self-employed,48,476852
40605,846,82144,0.45,self-employed,46,110677
40606,610,141826,0.48,unemployed,28,288829
40607,720,29464,0.11,employed,37,438853
40608,528,38538,0.44,employed,24,236700
40609,383,178743,0.48,unemployed,37,207435
40610,446,168207,0.43,employed,46,140140
40611,312,25553,0.44,employed,41,341571
40612,471,120428,0.5,self-employed,32,271611
40613,629,182748,0.32,unemployed,59,398151
40614,669,194149,0.24,self-employed,39,445857
40615,384,185690,0.29,self-employed,50,306097
40616,437,26658,0.47,employed,53,118018
40617,593,138909,0.36,unemployed,45,230632
40618,549,41391,0.34,unemployed,50,93398
40619,589,162297,0.35,employed,41,23659
40620,840,109715,0.54,unemployed,44,419915
40621,507,62096,0.47,employed,59,459764
40622,765,47318,0.55,unemployed,62,461324
40623,697,91586,0.32,unemployed,37,357186
40624,795,126892,0.12,unemployed,45,31508
40625,439,53015,0.49,self-employed,25,449766
40626,704,61808,0.18,employed,25,13150
40627,324,85755,0.46,employed,52,396233
40628,838,74677,0.37,self-employed,40,53183
40629,616,94794,0.23,unemployed,23,354779
40630,336,60348,0.22,self-employed,55,32770
40631,418,22782,0.28,employed,27,264744
40632,447,115379,0.35,employed,63,441069
40633,368,61030,0.13,self-employed,41,337778
40634,343,112261,0.24,employed,49,157816
40635,449,187597,0.44,unemployed,40,322934
40636,712,48268,0.12,employed,54,311557
40637,380,174994,0.27,unemployed,22,177946
40638,328,129811,0.19,employed,27,471324
40639,675,83823,0.41,employed,26,466969
40640,645,145649,0.53,self-employed,32,44398
40641,416,132234,0.42,self-employed,28,8763
40642,446,120094,0.31,employed,21,29717
40643,667,104463,0.41,self-employed,39,160131
40644,585,78654,0.41,self-employed,29,308438
40645,836,97474,0.24,employed,48,421160
40646,441,67345,0.49,self-employed,54,144596
40647,314,120086,0.54,employed,41,106112
40648,448,124758,0.29,self-employed,59,34876
40649,510,128580,0.49,employed,41,464143
40650,648,197084,0.18,employed,57,234160
40651,325,88201,0.5,self-employed,25,422943
40652,619,188092,0.49,unemployed,61,316124
40653,702,49646,0.54,employed,48,226143
40654,639,28593,0.4,unemployed,53,268493
40655,755,129272,0.48,employed,51,159567
