application_id,credit_score,income,dti,employment_status,age,loan_amount
72,759,29468,0.54,self-employed,51,220826
73,436,192300,0.49,unemployed,25,377873
74,748,79788,0.39,unemployed,38,159377
75,316,136620,0.53,unemployed,30,325266
76,755,33693,0.58,self-employed,29,87655
77,314,110895,0.39,self-employed,24,386688
78,551,198510,0.12,self-employed,45,158381
79,800,34455,0.3,unemployed,62,333769
80,808,191545,0.55,self-employed,60,471502
81,822,96534,0.32,employed,60,142946
82,688,21740,0.52,unemployed,38,181352
83,426,87893,0.11,unemployed,64,457333
84,800,96611,0.14,employed,28,266704
85,310,22519,0.11,unemployed,58,101257
86,656,111848,0.15,employed,22,28004
87,601,97687,0.35,self-employed,64,481251
88,474,53878,0.39,employed,40,61386
89,773,63025,0.36,employed,56,319775
90,415,27163,0.49,employed,22,243096
91,617,98564,0.23,unemployed,40,487648
92,708,87009,0.49,unemployed,53,239509
93,785,179443,0.19,employed,56,48282
94,672,150730,0.18,employed,56,331087
95,706,20739,0.54,unemployed,28,108118
96,604,95221,0.43,self-employed,31,337090
97,721,123711,0.56,self-employed,27,473302
98,581,109908,0.48,self-employed,45,492138
99,547,173509,0.19,self-employed,63,249955
100,759,60044,0.44,self-employed,43,497740
101,324,147174,0.45,unemployed,58,478784
102,785,54463,0.44,employed,42,423797
103,684,49814,0.17,unemployed,45,167636
104,389,44864,0.43,employed,36,22078
105,611,63554,0.16,unemployed,54,255110
106,435,60443,0.58,self-employed,21,422653
107,413,159744,0.27,employed,32,9282
108,738,71080,0.26,unemployed,32,336183
109,701,125726,0.38,self-employed,35,306086
110,761,150546,0.25,employed,54,205274
111,507,170249,0.22,self-employed,47,403700
112,369,76426,0.23,unemployed,57,322310
113,420,86567,0.59,unemployed,60,84316
114,445,181193,0.53,self-employed,32,380534
115,501,178194,0.32,self-employed,29,77203
116,644,96649,0.32,unemployed,43,164246
117,584,126439,0.52,unemployed,41,488112
118,640,196762,0.44,employed,52,221101
119,655,109120,0.45,unemployed,43,151635
120,768,48097,0.1,self-employed,32,76236
121,526,130083,0.48,self-employed,33,378685
122,681,173063,0.43,unemployed,47,38953
123,399,169516,0.28,employed,29,154656
124,732,106343,0.1,employed,27,476002
125,520,142914,0.33,unemployed,62,35986
126,841,56366,0.11,unemployed,34,381298
127,830,131469,0.33,unemployed,63,99007
128,794,183806,0.32,self-employed,42,445990
129,762,62982,0.34,employed,47,320301
130,684,193121,0.16,unemployed,31,134874
131,789,69860,0.2,self-employed,56,235589
132,344,182014,0.52,self-employed,56,274817
133,607,177595,0.42,unemployed,57,330156
134,370,107773,0.2,unemployed,57,460455
135,408,145643,0.42,unemployed,27,421474
136,839,133427,0.17,unemployed,47,450786
137,618,20569,0.19,unemployed,44,108760
138,467,165440,0.14,unemployed,58,216894
139,330,105248,0.44,unemployed,48,425803
140,805,112089,0.36,self-employed,43,120850
141,458,124156,0.49,self-employed,65,333295
142,681,88559,0.2,unemployed,42,170950
143,480,126687,0.57,unemployed,50,201144
144,804,130915,0.26,employed,41,93168
145,383,156089,0.39,employed,26,256059
146,741,47230,0.39,unemployed,43,257847
147,303,68080,0.57,employed,33,351261
148,793,182070,0.52,unemployed,44,192219
149,821,181597,0.57,unemployed,31,443380
150,706,166922,0.38,employed,52,163146
151,449,37710,0.34,self-employed,49,153827
152,718,143417,0.42,employed,61,477051
153,794,45442,0.31,employed,54,84000
154,701,157076,0.25,employed,29,14939
155,561,148614,0.11,self-employed,32,253497
156,402,160285,0.52,self-employed,22,300508
157,359,67683,0.59,self-employed,38,434215
158,440,93189,0.47,employed,37,323664
159,777,115688,0.39,employed,42,343790
160,815,102715,0.24,self-employed,54,203301
161,732,135271,0.59,unemployed,52,194687
162,458,146312,0.26,employed,59,219059
163,725,196208,0.22,unemployed,64,360154
164,375,196822,0.57,unemployed,36,478678
165,527,144344,0.12,unemployed,27,16541
166,469,108857,0.34,unemployed,51,54372
167,847,46920,0.34,unemployed,22,106036
168,804,107881,0.2,self-employed,23,45940
169,379,50157,0.51,unemployed,49,103567
170,821,154398,0.16,self-employed,42,421930
171,431,87111,0.2,unemployed,40,136369
172,530,147502,0.58,unemployed,42,411296
173,706,47582,0.42,unemployed,43,452014
174,672,98123,0.57,employed,54,375341
175,537,74916,0.19,unemployed,60,423941
176,359,191731,0.3,unemployed,61,460719
177,357,44366,0.58,employed,38,317179
178,822,31522,0.25,self-employed,47,39461
179,599,131203,0.58,self-employed,54,201274
180,529,171035,0.44,self-employed,40,249411
181,730,24132,0.58,self-employed,24,256880
182,627,174735,0.18,employed,38,446291
183,689,196118,0.56,self-employed,59,227035
184,628,162982,0.25,employed,52,449919
185,654,75110,0.29,self-employed,56,129326
186,481,162064,0.26,unemployed,49,187607
187,653,60371,0.41,unemployed,51,320273
188,666,149972,0.52,unemployed,47,83724
189,573,176380,0.43,self-employed,39,33943
190,741,60813,0.42,employed,56,321665
191,388,164713,0.23,unemployed,55,139731
192,308,21997,0.34,employed,64,23436
193,776,52948,0.49,unemployed,57,216776
194,724,172028,0.33,employed,37,152611
195,515,124489,0.32,employed,54,255799
196,594,41485,0.52,self-employed,34,465160
197,733,101090,0.42,employed,32,299256
198,789,181419,0.57,self-employed,56,266987
199,642,42939,0.57,self-employed,38,46012
200,350,61837,0.1,employed,26,157586
201,828,169527,0.36,self-employed,30,109460
202,518,183913,0.46,employed,62,333095
203,541,105502,0.36,self-employed,40,222042
204,478,24147,0.43,unemployed,31,312901
205,651,178395,0.12,self-employed,58,81262
206,672,92915,0.58,self-employed,28,171182
207,350,168947,0.25,employed,47,398231
208,531,139214,0.43,self-employed,26,243924
209,692,95108,0.48,unemployed,61,125151
210,626,90055,0.35,employed,58,279563
211,461,26152,0.24,self-employed,29,476671
212,622,163502,0.53,employed,38,94075
213,363,24293,0.56,self-employed,54,61097
214,708,155980,0.35,employed,35,203911
215,645,79806,0.57,employed,60,300044
216,684,178262,0.27,employed,32,143761
217,815,88247,0.44,self-employed,32,157426
218,607,154925,0.46,employed,41,261465
219,514,115656,0.4,unemployed,40,9413
220,714,25904,0.55,employed,42,343888
221,607,38475,0.22,self-employed,62,136071
222,586,90332,0.41,unemployed,33,44829
223,660,117571,0.49,self-employed,32,275699
224,481,169182,0.54,employed,51,245207
225,667,164390,0.5,unemployed,26,260643
226,514,145270,0.25,self-employed,48,292930
227,791,23940,0.32,employed,40,225535
228,758,33337,0.55,self-employed,30,292812
229,327,72695,0.39,employed,57,209801
230,629,25032,0.32,employed,37,220087
231,639,164881,0.25,employed,36,264614
232,654,100690,0.19,unemployed,53,333340
233,812,20194,0.55,unemployed,47,153845
234,366,122912,0.16,self-employed,60,129483
235,696,137288,0.28,employed,21,301457
236,843,194872,0.11,unemployed,42,48194
237,318,53346,0.19,employed,42,276656
238,368,93024,0.38,unemployed,31,334605
239,412,64515,0.27,self-employed,51,382739
240,318,144948,0.56,employed,43,137535
241,687,108868,0.47,self-employed,52,225676
242,681,155924,0.17,employed,59,85758
243,805,197871,0.45,employed,30,482504
244,643,186712,0.1,unemployed,55,363611
245,355,41424,0.45,self-employed,30,146903
246,733,43349,0.45,self-employed,23,376497
247,784,97101,0.56,self-employed,57,243458
248,714,62635,0.35,employed,46,211375
249,627,181689,0.24,employed,42,388394
250,676,157104,0.41,unemployed,40,57855
251,847,119606,0.51,unemployed,24,78869
252,463,187657,0.29,self-employed,37,10532
253,519,144858,0.57,unemployed,43,347432
254,850,67385,0.18,employed,28,266218
255,502,100109,0.37,self-employed,64,341108
256,373,158439,0.39,employed,24,378941
257,628,24721,0.3,self-employed,28,465722
258,655,38553,0.51,unemployed,46,347413
259,512,61198,0.53,self-employed,59,268837
260,830,113342,0.29,unemployed,27,174058
261,638,43490,0.57,self-employed,35,62189
262,473,121574,0.11,employed,35,496602
263,431,79793,0.21,self-employed,50,210493
264,786,131616,0.27,employed,28,408416
265,765,108885,0.46,self-employed,37,45686
266,398,155368,0.39,unemployed,58,302758
267,664,45867,0.39,employed,37,256860
268,424,160773,0.56,employed,61,131067
269,622,113810,0.35,unemployed,40,344548
270,409,119611,0.26,employed,35,473921
271,567,170723,0.31,employed,27,188838
272,516,154390,0.33,self-employed,58,27401
273,390,114607,0.18,employed,36,239730
274,430,117222,0.21,self-employed,38,482690
275,807,124758,0.27,unemployed,56,131090
276,322,110883,0.26,unemployed,23,277284
277,382,100141,0.12,self-employed,48,444392
278,370,182147,0.11,unemployed,30,423092
279,676,197206,0.3,self-employed,43,15877
280,826,65904,0.26,unemployed,32,158645
281,383,181574,0.18,employed,32,39191
282,750,193367,0.2,employed,45,329638
283,345,177926,0.12,unemployed,64,203056
284,578,116837,0.1,employed,44,86708
285,382,100185,0.16,self-employed,47,497210
286,592,51773,0.59,unemployed,45,27024
287,837,127017,0.55,self-employed,41,249382
288,815,153098,0.26,employed,53,262564
289,682,83702,0.3,self-employed,55,469429
290,503,21052,0.12,employed,62,275838
291,618,143011,0.22,unemployed,57,24306
292,612,192326,0.11,employed,43,245047
293,588,84936,0.44,unemployed,50,28745
294,620,162140,0.2,unemployed,61,120361
295,367,123474,0.1,employed,60,65786
296,817,73794,0.37,unemployed,54,387426
297,310,184023,0.37,unemployed,31,440309
298,802,130265,0.57,employed,43,100561
299,677,48101,0.34,self-employed,57,261955
300,619,166604,0.3,self-employed,29,91507
301,724,152715,0.23,employed,33,412279
302,321,166804,0.41,employed,21,390115
303,792,72626,0.44,employed,53,98891
304,739,145642,0.2,self-employed,28,226372
305,674,99071,0.22,unemployed,58,327882
306,495,83515,0.6,unemployed,53,28997
307,758,31177,0.24,employed,38,23264
308,811,75381,0.34,unemployed,50,479974
309,300,39903,0.54,self-employed,54,280154
310,846,91058,0.33,self-employed,48,280304
311,435,133271,0.32,unemployed,57,224746
312,459,72487,0.25,employed,29,356581
313,558,126152,0.28,employed,60,201126
314,823,32313,0.14,unemployed,23,257475
315,556,108440,0.42,self-employed,61,448376
316,744,40546,0.29,unemployed,27,283110
317,331,148776,0.1,self-employed,26,20731
318,793,77315,0.17,employed,39,266845
319,680,116095,0.38,employed,26,112561
320,332,197416,0.15,employed,37,274768
321,740,20847,0.38,unemployed,43,284876
322,335,192379,0.23,self-employed,39,405329
323,807,114254,0.38,self-employed,54,452965
324,670,139100,0.24,self-employed,24,21713
325,664,171994,0.11,unemployed,28,431774
326,803,166171,0.19,unemployed,63,481561
327,609,145484,0.19,employed,43,109726
328,724,61573,0.56,unemployed,41,462989
329,843,187017,0.17,self-employed,49,354920
330,692,79883,0.26,self-employed,51,27643
331,610,167972,0.48,employed,65,195400
332,799,33186,0.56,self-employed,61,92553
333,790,95698,0.25,employed,30,177817
334,444,28415,0.53,employed,29,81831
335,592,67697,0.36,unemployed,24,401265
336,303,93616,0.12,employed,55,116514
337,397,56759,0.4,employed,30,414932
338,327,121731,0.36,unemployed,39,356830
339,552,169893,0.38,self-employed,29,16183
340,308,81732,0.2,employed,63,479945
341,568,35411,0.54,employed,43,289875
342,753,60263,0.26,unemployed,35,13571
343,760,103932,0.53,employed,41,71391
344,310,68137,0.11,unemployed,38,429174
345,464,26080,0.13,employed,38,392072
346,514,40809,0.13,unemployed,59,368351
347,674,81705,0.49,self-employed,56,442341
348,550,29083,0.32,self-employed,41,174722
349,685,94443,0.44,employed,36,98032
350,654,156340,0.32,unemployed,62,374951
351,654,152868,0.11,employed,57,127621
352,389,138093,0.44,employed,22,280921
353,305,55220,0.48,employed,59,384097
354,303,26507,0.54,unemployed,46,113275
355,690,151920,0.11,self-employed,42,463769
356,610,154843,0.32,self-employed,63,174050
357,367,55115,0.48,employed,56,91106
358,509,171807,0.36,self-employed,26,473570
359,758,135852,0.35,self-employed,29,446830
360,582,84634,0.3,unemployed,25,122323
361,488,66065,0.53,self-employed,40,316180
362,462,52882,0.51,self-employed,38,264670
363,360,176634,0.23,self-employed,41,48758
364,819,53625,0.29,unemployed,34,136999
365,818,94968,0.35,employed,38,239193
366,472,29016,0.35,self-employed,26,357263
367,676,104673,0.28,employed,42,125916
368,467,134429,0.53,unemployed,42,460423
369,460,136944,0.33,unemployed,59,335458
370,315,67228,0.51,unemployed,57,403267
371,381,121748,0.53,self-employed,46,249350
372,618,128164,0.52,unemployed,56,44132
373,686,111627,0.33,self-employed,37,270135
374,500,132987,0.53,self-employed,36,346157
375,740,77645,0.41,unemployed,22,484494
376,645,98312,0.23,unemployed,50,348519
377,553,47603,0.39,self-employed,37,233829
378,669,32581,0.11,self-employed,63,328289
379,551,88180,0.43,self-employed,49,485771
380,760,114857,0.43,self-employed,35,277815
381,586,189846,0.25,self-employed,48,89314
382,496,110284,0.3,unemployed,40,446170
383,663,101350,0.28,unemployed,24,180009
384,554,198231,0.27,unemployed,38,375665
385,497,95053,0.58,self-employed,52,309252
386,653,20462,0.31,unemployed,38,473829
387,553,63161,0.56,self-employed,53,256112
388,822,134766,0.3,employed,52,35277
389,365,110026,0.18,self-employed,61,415374
390,400,20605,0.36,self-employed,37,408524
391,488,182883,0.25,employed,44,395005
392,525,58546,0.36,employed,38,250962
393,746,79033,0.49,self-employed,61,435063
394,416,88115,0.16,unemployed,63,425845
395,585,130250,0.11,employed,24,204210
396,679,48103,0.21,employed,52,382256
397,664,113040,0.12,unemployed,42,382435
398,672,91589,0.15,unemployed,43,281007
399,391,89489,0.1,self-employed,54,276728
400,731,51897,0.29,employed,48,125328
401,613,167825,0.52,self-employed,35,384509
402,488,30800,0.23,self-employed,37,157772
403,410,75925,0.47,employed,52,152578
404,711,48187,0.4,employed,44,78421
405,783,78373,0.26,employed,50,84084
406,354,152938,0.42,self-employed,57,157118
407,383,185272,0.18,self-employed,46,450426
408,570,191565,0.52,self-employed,46,107225
409,346,198268,0.45,unemployed,25,110948
410,315,114184,0.56,self-employed,31,154034
411,706,131158,0.56,self-employed,24,140686
412,356,136845,0.37,unemployed,49,321413
413,554,92680,0.47,employed,28,30202
414,724,186862,0.23,self-employed,26,98674
415,616,50119,0.32,self-employed,56,92905
416,583,131171,0.57,unemployed,45,300594
417,575,118873,0.35,self-employed,38,330220
418,725,121089,0.46,unemployed,61,457890
419,525,68565,0.13,employed,44,409573
420,475,168090,0.39,employed,62,176766
421,625,94411,0.37,self-employed,52,61641
422,360,148342,0.45,self-employed,51,172264
423,836,65797,0.28,employed,23,392743
424,424,126467,0.24,self-employed,63,240785
425,349,139910,0.35,employed,41,9870
426,645,197718,0.45,unemployed,54,210027
427,771,86828,0.39,unemployed,26,48800
428,767,132617,0.22,self-employed,40,404617
429,805,113951,0.39,unemployed,42,382832
430,378,55799,0.13,employed,30,415412
431,317,158180,0.16,employed,51,240750
432,616,139174,0.23,employed,61,460417
433,616,42424,0.28,employed,63,255654
434,334,158090,0.52,self-employed,52,394383
435,554,127937,0.59,employed,47,261176
436,440,154648,0.22,unemployed,30,431153
437,735,23650,0.27,self-employed,40,318984
438,554,102946,0.53,self-employed,58,279061
439,720,67673,0.25,unemployed,45,293375
440,763,168181,0.43,employed,29,455808
441,763,109106,0.2,unemployed,27,451101
442,434,147568,0.23,self-employed,57,63769
443,347,193610,0.39,unemployed,47,104400
444,630,51741,0.18,self-employed,22,31656
445,593,36881,0.25,employed,45,240238
446,757,80585,0.22,self-employed,62,240871
447,367,48310,0.36,self-employed,23,240778
448,345,198457,0.34,employed,46,137197
449,821,28574,0.42,unemployed,54,331031
450,350,46415,0.28,employed,47,356921
451,648,85940,0.58,unemployed,65,193432
452,633,182362,0.52,self-employed,44,444882
453,365,110082,0.13,unemployed,64,66957
454,326,33115,0.5,unemployed,27,216216
455,838,46489,0.18,self-employed,52,262946
456,385,35255,0.15,employed,52,33483
457,480,85245,0.54,employed,47,40984
458,495,29224,0.3,unemployed,30,51776
459,537,194932,0.3,unemployed,30,241950
460,724,152899,0.41,unemployed,47,421413
461,405,158941,0.17,self-employed,62,209554
462,304,137747,0.3,self-employed,44,43773
463,435,127804,0.17,unemployed,38,6395
464,565,135990,0.42,unemployed,28,423986
465,632,88319,0.42,unemployed,55,308411
466,310,102768,0.21,employed,56,401493
467,386,92751,0.59,employed,29,37478
468,314,26102,0.33,unemployed,29,84887
469,717,150931,0.51,employed,58,212470
470,655,127799,0.11,self-employed,44,387795
471,569,68796,0.4,unemployed,32,479447
472,559,49487,0.17,unemployed,63,45167
473,518,154844,0.27,unemployed,43,107575
474,536,141439,0.46,employed,65,261322
475,455,95121,0.6,self-employed,57,436843
476,433,119668,0.36,self-employed,34,420330
477,637,77529,0.13,employed,29,76083
478,556,144926,0.53,employed,64,387054
479,432,177856,0.49,unemployed,22,116449
480,519,69355,0.15,self-employed,52,28492
481,360,33935,0.43,employed,44,463661
482,387,142437,0.13,employed,60,117136
483,665,44767,0.4,employed,33,92986
484,340,39166,0.36,employed,40,12704
485,641,48651,0.56,unemployed,28,445858
486,497,66506,0.21,unemployed,43,112383
487,393,194508,0.28,employed,28,121539
488,746,60303,0.16,self-employed,58,351145
489,606,147049,0.35,self-employed,34,409878
490,575,91955,0.35,self-employed,49,180480
491,372,126878,0.13,unemployed,43,326341
492,706,173109,0.16,employed,33,156074
493,309,26807,0.5,employed,37,55695
494,646,20729,0.42,self-employed,56,91475
495,575,174103,0.31,unemployed,48,152533
496,747,145169,0.12,self-employed,54,483428
497,396,31460,0.34,employed,36,179236
498,337,124779,0.5,employed,26,403557
499,627,116175,0.48,unemployed,38,351913
500,725,94719,0.5,unemployed,31,150254
501,496,165535,0.27,self-employed,60,183492
502,494,80734,0.21,self-employed,22,106189
503,316,132245,0.14,self-employed,28,103378
504,731,26004,0.51,unemployed,45,90403
505,416,88653,0.28,self-employed,64,446665
506,319,44136,0.44,unemployed,56,444515
507,623,52484,0.55,employed,50,382637
508,718,138254,0.27,self-employed,30,229840
509,784,66272,0.58,employed,25,28503
510,542,80700,0.13,employed,49,11781
511,598,26633,0.35,employed,30,439410
512,432,199575,0.53,employed,22,445715
513,632,53533,0.15,self-employed,37,428206
514,606,108810,0.45,self-employed,35,441489
515,599,51120,0.12,employed,27,430373
516,341,150973,0.42,unemployed,59,227137
517,410,42651,0.5,employed,22,96202
518,713,109293,0.11,employed,29,406869
519,732,124161,0.22,self-employed,25,374209
520,362,71885,0.26,unemployed,30,357814
521,403,71079,0.3,employed,36,258757
522,347,26922,0.11,self-employed,64,212735
523,548,181794,0.23,self-employed,24,286503
524,720,61940,0.19,unemployed,51,55446
525,561,193251,0.27,self-employed,31,438300
526,301,164444,0.31,unemployed,36,232736
527,627,52913,0.34,unemployed,29,270310
528,485,168997,0.16,employed,58,498826
529,492,179960,0.35,self-employed,40,259395
530,569,77078,0.16,self-employed,44,467727
531,347,116229,0.2,employed,65,294974
532,384,140523,0.56,employed,49,187337
533,503,150258,0.3,self-employed,41,311746
534,724,35328,0.15,unemployed,24,110002
535,391,156834,0.49,unemployed,62,232580
536,399,62342,0.52,unemployed,47,417952
537,367,151092,0.16,employed,30,403992
538,539,190840,0.24,self-employed,42,55738
539,803,31047,0.23,unemployed,23,210909
540,779,33042,0.15,self-employed,48,191124
541,844,122568,0.51,unemployed,31,218872
542,780,56537,0.44,employed,22,466219
543,756,137631,0.15,self-employed,60,181974
544,449,65665,0.41,self-employed,58,266278
545,441,36881,0.44,employed,31,346363
546,401,20111,0.15,unemployed,46,260115
547,448,190804,0.3,unemployed,55,405934
548,326,120313,0.29,employed,52,248515
549,406,30812,0.26,self-employed,22,240591
550,680,189830,0.14,unemployed,58,290610
551,523,175708,0.18,unemployed,41,229213
552,759,36448,0.39,employed,54,293920
553,351,90778,0.58,unemployed,39,389083
554,633,101441,0.54,unemployed,39,190725
555,796,39034,0.28,unemployed,63,354825
556,369,94255,0.25,self-employed,64,80646
557,415,65581,0.52,employed,23,196280
558,847,108159,0.3,unemployed,48,288064
559,460,85146,0.41,unemployed,24,289593
560,428,92486,0.32,unemployed,45,123463
561,732,32410,0.33,self-employed,28,225775
562,758,35466,0.56,unemployed,44,61656
563,709,64623,0.59,employed,35,415581
564,728,180590,0.13,self-employed,49,217428
565,768,137832,0.13,employed,48,116433
566,848,118852,0.6,unemployed,60,461285
567,405,175292,0.38,unemployed,31,439503
568,651,72678,0.43,employed,24,422708
569,385,97939,0.51,self-employed,36,47620
570,775,182292,0.19,unemployed,24,54560
571,563,127946,0.55,self-employed,30,363431
572,566,73615,0.41,unemployed,60,132710
573,545,117674,0.21,unemployed,44,147891
574,602,154302,0.22,unemployed,61,148046
575,535,77404,0.18,unemployed,56,416100
576,414,94089,0.31,employed,53,368165
577,560,127128,0.16,unemployed,41,137164
578,567,90734,0.36,unemployed,30,337173
579,820,23589,0.41,employed,46,162107
580,536,36798,0.13,unemployed,65,244405
581,455,97064,0.22,self-employed,29,56705
582,310,102792,0.16,employed,30,115350
583,387,56057,0.42,employed,57,21177
584,438,189564,0.49,employed,22,69011
585,408,195288,0.51,self-employed,65,124974
586,355,75841,0.54,unemployed,45,302525
587,439,159893,0.34,unemployed,34,70570
588,705,103298,0.54,unemployed,27,69583
589,617,58454,0.11,unemployed,24,110008
590,689,73136,0.12,self-employed,27,321875
591,831,95969,0.16,unemployed,29,225336
592,721,100291,0.48,self-employed,59,259717
593,321,160813,0.59,self-employed,28,366226
594,405,166135,0.21,self-employed,48,155696
595,570,171441,0.19,self-employed,61,287480
596,703,85891,0.34,unemployed,27,100072
597,547,23599,0.27,employed,26,460640
598,350,128420,0.34,employed,21,131921
599,796,139908,0.53,employed,22,498822
600,746,34890,0.48,employed,30,343846
601,317,187049,0.41,self-employed,43,338298
602,320,93095,0.5,employed,65,248749
603,700,159611,0.33,unemployed,42,319599
604,574,95856,0.23,self-employed,61,242946
605,497,57476,0.3,employed,33,420123
606,804,171175,0.44,employed,29,303921
607,427,153472,0.11,self-employed,38,456536
608,548,110776,0.49,employed,31,78156
609,742,75315,0.4,unemployed,40,167680
610,413,134644,0.27,employed,49,120257
611,387,26366,0.4,employed,45,331007
612,591,138656,0.33,employed,64,381167
613,313,185215,0.35,employed,37,115826
614,808,101268,0.56,self-employed,59,34355
615,575,142627,0.42,unemployed,62,265390
616,468,39908,0.28,employed,53,410668
617,733,22231,0.1,employed,55,341099
618,430,38945,0.39,unemployed,62,54777
619,649,197660,0.52,employed,21,331987
620,346,112592,0.25,self-employed,58,319422
621,333,34272,0.56,unemployed,46,258631
622,306,69319,0.57,self-employed,49,258818
623,377,85701,0.15,unemployed,31,106179
624,816,177251,0.48,employed,51,89393
625,737,161111,0.59,self-employed,53,323727
626,687,51332,0.44,unemployed,45,119391
627,578,70518,0.35,self-employed,58,382277
628,673,42866,0.55,self-employed,32,27342
629,601,56415,0.16,unemployed,60,165820
630,513,66110,0.37,unemployed,38,428251
631,843,145289,0.37,unemployed,26,93810
632,340,108298,0.22,unemployed,22,65268
633,543,179431,0.4,self-employed,27,350883
634,731,82384,0.49,self-employed,39,205305
635,463,98178,0.31,employed,55,225208
636,518,172152,0.17,unemployed,48,248846
637,627,26944,0.35,self-employed,57,492116
638,624,96728,0.46,self-employed,42,193709
639,564,112873,0.42,employed,63,441091
640,534,43161,0.48,unemployed,65,205216
641,649,32605,0.36,unemployed,25,304928
642,759,132385,0.23,employed,40,257568
643,350,31808,0.6,employed,21,133787
644,707,132742,0.37,employed,29,420829
645,544,121209,0.17,employed,42,36792
646,323,182635,0.41,unemployed,60,439230
647,668,67669,0.33,employed,26,245508
648,734,81851,0.53,employed,26,442367
649,393,55599,0.15,employed,28,390645
650,474,100139,0.38,self-employed,28,307838
651,717,103382,0.34,self-employed,56,190288
652,797,61208,0.14,unemployed,52,210270
653,600,132497,0.59,self-employed,63,374576
654,801,66087,0.5,employed,34,363691
655,653,106814,0.45,unemployed,58,139094
656,460,116232,0.36,unemployed,35,498191
657,367,23758,0.34,employed,57,21825
658,319,89503,0.5,self-employed,43,479061
659,503,159784,0.15,unemployed,54,466057
660,655,113775,0.46,unemployed,34,79321
661,505,71849,0.15,unemployed,21,85608
662,357,119517,0.46,unemployed,53,40923
663,561,149521,0.33,unemployed,31,231480
664,416,185739,0.37,employed,43,452986
665,473,89615,0.5,unemployed,37,68983
666,830,99478,0.44,employed,46,320196
667,468,114928,0.42,self-employed,37,47816
668,799,43427,0.26,employed,23,316062
669,773,156555,0.41,unemployed,38,142184
670,775,22039,0.54,employed,59,474717
671,372,186960,0.49,unemployed,24,177955
672,593,119982,0.16,unemployed,51,15317
673,841,131164,0.46,unemployed,26,319620
674,836,163757,0.52,employed,31,428664
675,355,123578,0.37,unemployed,62,39927
676,707,20797,0.22,self-employed,27,294958
677,452,152995,0.33,unemployed,33,288038
678,819,24765,0.13,self-employed,43,117250
679,427,188938,0.19,unemployed,30,281733
680,531,162372,0.13,self-employed,35,114651
681,803,138764,0.36,employed,62,332672
682,762,121551,0.52,employed,58,323666
683,435,68227,0.53,employed,42,414100
684,776,171731,0.38,employed,45,68712
685,656,188369,0.56,employed,59,149731
686,606,185579,0.36,self-employed,55,168476
