application_id,credit_score,income,dti,employment_status,age,loan_amount
90227,647,129740,0.56,unemployed,54,274097
90228,402,136422,0.58,employed,38,407865
90229,722,87422,0.39,unemployed,25,457256
90230,542,79144,0.47,self-employed,56,126484
90231,657,148964,0.31,self-employed,50,103776
90232,679,34459,0.26,employed,43,102580
90233,686,115164,0.44,unemployed,28,494111
90234,550,95830,0.36,unemployed,46,371359
90235,371,153808,0.18,employed,44,196415
90236,754,48829,0.53,employed,21,454464
90237,846,184601,0.52,employed,61,347756
90238,502,175456,0.17,unemployed,63,489754
90239,753,62727,0.58,unemployed,32,187602
90240,662,185071,0.51,unemployed,29,378622
90241,697,57167,0.16,unemployed,49,275568
90242,706,177600,0.51,self-employed,50,72060
90243,459,56841,0.12,self-employed,51,111077
90244,499,68402,0.31,unemployed,36,183977
90245,555,159759,0.17,self-employed,60,385074
90246,752,181832,0.54,unemployed,25,155166
90247,694,182489,0.29,employed,27,116479
90248,464,40596,0.46,employed,50,360960
90249,532,115045,0.15,employed,64,476115
90250,797,68417,0.38,unemployed,44,319400
90251,387,97402,0.56,employed,49,149589
90252,751,186353,0.58,employed,25,192214
90253,796,183161,0.28,employed,53,284721
90254,560,37022,0.11,self-employed,22,472912
90255,323,123260,0.11,employed,34,271641
90256,816,198931,0.49,employed,58,345200
90257,462,38679,0.13,employed,27,445266
90258,771,34618,0.17,unemployed,23,296483
90259,353,91159,0.11,self-employed,59,13998
90260,652,49476,0.36,self-employed,36,79560
90261,805,147801,0.34,employed,34,315810
90262,717,62765,0.12,self-employed,43,269897
90263,764,106062,0.17,employed,42,211111
90264,776,134771,0.29,employed,43,198294
90265,803,195385,0.1,self-employed,23,23133
90266,690,123378,0.53,employed,56,347209
90267,703,122992,0.51,employed,42,246537
90268,737,94254,0.4,employed,49,313512
90269,596,118724,0.16,self-employed,39,152166
90270,444,30642,0.45,self-employed,49,161614
90271,791,176280,0.42,employed,29,365749
90272,348,106287,0.32,self-employed,38,381841
90273,637,73380,0.21,employed,43,273064
90274,391,45948,0.17,unemployed,31,355955
90275,376,102360,0.42,unemployed,41,212836
90276,421,141816,0.42,self-employed,23,345185
90277,800,139748,0.58,employed,27,115976
90278,689,164405,0.26,employed,28,377841
90279,314,81413,0.34,self-employed,53,360996
90280,710,172803,0.36,unemployed,51,344687
90281,695,119487,0.41,self-employed,55,458744
90282,613,116697,0.32,unemployed,50,105452
90283,515,119728,0.13,unemployed,50,328133
90284,404,128873,0.22,unemployed,29,214481
90285,572,33427,0.4,self-employed,38,93825
90286,671,91902,0.25,employed,48,465888
90287,652,189178,0.32,unemployed,37,14523
90288,657,193245,0.17,employed,58,103198
90289,617,123603,0.37,employed,38,92534
90290,449,110360,0.14,self-employed,21,283618
90291,463,111011,0.31,unemployed,26,386670
90292,547,121817,0.16,self-employed,40,425431
90293,511,137140,0.25,employed,30,349539
90294,788,121569,0.58,employed,54,30710
90295,815,146707,0.45,unemployed,47,494492
90296,366,53440,0.5,employed,49,352245
90297,440,95314,0.44,employed,55,184064
90298,664,94200,0.31,employed,34,217137
90299,600,91452,0.43,unemployed,64,452949
90300,525,178419,0.48,employed,53,479990
90301,801,59464,0.3,employed,38,363784
90302,832,135225,0.58,employed,30,193692
90303,822,84633,0.28,unemployed,33,73249
90304,701,22915,0.26,unemployed,46,264931
90305,657,83486,0.22,unemployed,39,339489
90306,333,127439,0.48,self-employed,50,183159
90307,638,163351,0.16,employed,31,346448
90308,333,160189,0.2,employed,58,215616
90309,434,149093,0.36,self-employed,59,425179
90310,512,158835,0.24,employed,39,203278
90311,523,171105,0.38,self-employed,37,298265
90312,683,117041,0.33,self-employed,25,421393
90313,765,100226,0.18,employed,59,348526
90314,308,40052,0.12,employed,44,241022
90315,518,61089,0.54,self-employed,47,361415
90316,465,102285,0.17,self-employed,55,24528
90317,566,142083,0.51,employed,52,25615
90318,413,77465,0.21,self-employed,51,146817
90319,427,121653,0.36,unemployed,39,26599
90320,590,99299,0.22,self-employed,41,280636
90321,449,125658,0.21,unemployed,53,329893
90322,411,63263,0.57,self-employed,61,286157
90323,346,56082,0.39,employed,57,398897
90324,639,34287,0.51,unemployed,63,272884
90325,722,141057,0.56,self-employed,65,284155
90326,368,124394,0.19,employed,62,36137
90327,355,133022,0.31,employed,32,335589
90328,819,191549,0.11,unemployed,58,363779
90329,528,42452,0.49,unemployed,49,132875
90330,687,175277,0.51,employed,21,94840
90331,381,181892,0.28,self-employed,61,144352
90332,572,99206,0.44,employed,31,151033
90333,602,100297,0.29,employed,25,438622
90334,459,191177,0.1,self-employed,45,293724
90335,493,86812,0.47,employed,28,463432
90336,462,151574,0.31,employed,39,465123
90337,804,165510,0.32,unemployed,33,121530
90338,735,189515,0.53,self-employed,22,363854
90339,345,191579,0.53,unemployed,44,331643
90340,363,169073,0.13,unemployed,33,119961
90341,797,94587,0.32,unemployed,65,184575
90342,680,65022,0.24,unemployed,65,435855
90343,769,74045,0.48,self-employed,65,180618
90344,700,156929,0.36,unemployed,60,373886
90345,776,106697,0.11,unemployed,58,182418
90346,762,37741,0.35,unemployed,57,207546
90347,311,25945,0.5,employed,27,331101
90348,755,120960,0.42,self-employed,39,246240
90349,494,74924,0.49,unemployed,30,216976
90350,411,185639,0.45,self-employed,22,280589
90351,638,176371,0.27,self-employed,61,125313
90352,390,149667,0.59,unemployed,62,74300
90353,640,60137,0.18,self-employed,36,250845
90354,489,47124,0.16,self-employed,59,188519
90355,496,87757,0.37,unemployed,59,366929
90356,534,39874,0.16,unemployed,31,299185
90357,339,73817,0.6,unemployed,38,118855
90358,721,137247,0.43,employed,34,498957
90359,407,39364,0.45,self-employed,50,169202
90360,398,101873,0.51,employed,40,450759
90361,586,159743,0.15,employed,24,378030
90362,641,34455,0.18,employed,55,316687
90363,521,63456,0.57,self-employed,50,313979
90364,450,110629,0.19,employed,41,450327
90365,557,51760,0.52,employed,22,192819
90366,684,157412,0.59,employed,60,215524
90367,429,20480,0.46,self-employed,61,473093
90368,635,149525,0.24,employed,44,182577
90369,481,108160,0.4,self-employed,42,305578
90370,811,169345,0.59,unemployed,48,402901
90371,328,52493,0.14,employed,37,210065
90372,382,148909,0.4,unemployed,32,165355
90373,770,88284,0.55,unemployed,60,312254
90374,317,110222,0.42,unemployed,33,236814
90375,566,134256,0.56,unemployed,43,450667
90376,482,101614,0.57,employed,40,190547
90377,719,194263,0.47,self-employed,39,115873
90378,730,131355,0.15,unemployed,28,161010
90379,484,101785,0.37,unemployed,42,38896
90380,575,169450,0.25,self-employed,32,399778
90381,592,125435,0.57,self-employed,43,115110
90382,751,179921,0.2,employed,42,271601
90383,484,86762,0.42,employed,56,72319
90384,832,171311,0.32,employed,55,497697
90385,425,101206,0.39,self-employed,53,308944
90386,388,35630,0.3,self-employed,37,451928
90387,487,22131,0.24,self-employed,61,403247
90388,429,86909,0.41,self-employed,56,110995
90389,723,55188,0.24,self-employed,42,409737
90390,681,27022,0.27,unemployed,28,286002
90391,342,78028,0.25,self-employed,34,120070
90392,724,113971,0.59,employed,34,11399
90393,587,46347,0.39,employed,54,387300
90394,749,126930,0.4,self-employed,42,164506
90395,662,57678,0.41,unemployed,25,28940
90396,309,100889,0.16,employed,43,23242
90397,449,175180,0.3,self-employed,38,425062
90398,780,154960,0.38,unemployed,22,409951
90399,491,180598,0.3,self-employed,55,368506
90400,842,32241,0.13,self-employed,57,7204
90401,478,124725,0.54,self-employed,51,92351
90402,793,47375,0.21,self-employed,54,20991
90403,544,193115,0.12,self-employed,31,64121
90404,776,81015,0.48,self-employed,36,479147
90405,661,176301,0.11,employed,62,431254
90406,708,44587,0.24,unemployed,60,389751
90407,848,125812,0.36,self-employed,26,300812
90408,500,152601,0.4,self-employed,50,237158
90409,305,130591,0.33,employed,51,75373
90410,763,101190,0.52,employed,39,186827
90411,458,93197,0.13,unemployed,55,17313
90412,815,49519,0.11,self-employed,21,63097
90413,616,78604,0.58,unemployed,61,150846
90414,315,104395,0.24,employed,45,128552
90415,348,143870,0.52,unemployed,59,77297
90416,602,196433,0.33,unemployed,22,150567
90417,706,52026,0.14,unemployed,64,424937
90418,493,80517,0.29,unemployed,65,184135
90419,315,153746,0.51,employed,63,288170
90420,619,40938,0.55,self-employed,52,300872
90421,505,64224,0.58,unemployed,60,425631
90422,548,62791,0.13,employed,28,126638
90423,396,196982,0.48,unemployed,22,125373
90424,476,199905,0.31,employed,60,416016
90425,521,115335,0.28,self-employed,30,53484
90426,511,109556,0.15,self-employed,34,150749
90427,726,70793,0.48,unemployed,37,234241
90428,411,146552,0.51,unemployed,56,95713
90429,649,124688,0.13,employed,33,359001
90430,530,124904,0.25,employed,32,393845
90431,598,132789,0.38,employed,23,475202
90432,762,117287,0.52,self-employed,65,204310
90433,333,180906,0.54,employed,58,418307
90434,368,61170,0.2,unemployed,23,137854
90435,494,126435,0.3,employed,58,323930
90436,705,186386,0.31,unemployed,54,205449
90437,488,108696,0.35,unemployed,64,341204
90438,773,147099,0.16,unemployed,38,29059
90439,677,26491,0.49,self-employed,60,456063
90440,554,96077,0.43,employed,45,384419
90441,569,92666,0.38,unemployed,38,290920
90442,819,188890,0.28,self-employed,41,450150
90443,831,173639,0.19,self-employed,56,380296
90444,707,164405,0.54,self-employed,21,388092
90445,665,91863,0.49,unemployed,32,86433
90446,370,85208,0.1,employed,51,399100
90447,549,53267,0.34,employed,64,240156
90448,340,117133,0.45,employed,58,419069
90449,386,159719,0.58,self-employed,53,225867
90450,823,115359,0.24,employed,49,433562
90451,334,108701,0.32,self-employed,44,229994
90452,476,28714,0.47,unemployed,33,461552
90453,501,191628,0.33,self-employed,38,336141
90454,731,139170,0.49,employed,28,498641
90455,698,133658,0.18,employed,31,375305
90456,481,174526,0.51,self-employed,43,338273
90457,727,183337,0.33,self-employed,31,35267
90458,786,41709,0.13,employed,61,430004
90459,818,29477,0.13,self-employed,60,245944
90460,739,31632,0.3,unemployed,52,110383
90461,730,89207,0.12,employed,28,429466
90462,809,167267,0.25,unemployed,56,487562
90463,312,43959,0.45,unemployed,61,43709
90464,405,90960,0.15,self-employed,46,54473
90465,447,81889,0.25,self-employed,24,23352
90466,673,51302,0.36,employed,52,270695
90467,439,99088,0.6,self-employed,44,117021
90468,555,112112,0.59,unemployed,34,190545
90469,631,169480,0.13,unemployed,53,340286
90470,609,137885,0.39,employed,38,286327
90471,662,55911,0.29,self-employed,57,449205
90472,497,160565,0.45,self-employed,27,117858
90473,323,39570,0.11,unemployed,26,343317
90474,625,37473,0.34,self-employed,47,489229
90475,308,44318,0.2,unemployed,35,257641
90476,815,123293,0.22,employed,29,180812
90477,513,38647,0.15,self-employed,21,277064
90478,724,186420,0.23,employed,39,471904
90479,637,198489,0.54,employed,41,465829
90480,301,48435,0.43,unemployed,45,89439
90481,527,192636,0.33,self-employed,28,142968
90482,448,133796,0.32,employed,51,340007
90483,403,97621,0.36,employed,58,215227
90484,711,122604,0.2,self-employed,59,70052
90485,612,147070,0.57,self-employed,48,60390
90486,595,44527,0.38,employed,22,490489
90487,467,155314,0.16,unemployed,52,492759
90488,772,160397,0.32,self-employed,26,398330
90489,724,64176,0.49,unemployed,63,340288
90490,728,26787,0.5,employed,63,11158
90491,558,36495,0.56,employed,57,172444
90492,343,180929,0.27,employed,63,477170
90493,615,93845,0.47,employed,22,132852
90494,709,142009,0.52,unemployed,21,427098
90495,358,94500,0.52,self-employed,30,450072
90496,683,92342,0.16,employed,43,283502
90497,618,173849,0.45,employed,46,445185
90498,441,102725,0.46,self-employed,34,334700
90499,488,100586,0.19,self-employed,41,50541
90500,518,22481,0.49,unemployed,45,382095
90501,715,103396,0.35,employed,57,223512
90502,576,196797,0.59,unemployed,41,81794
90503,467,143957,0.36,unemployed,26,465160
90504,570,20240,0.34,unemployed,50,328000
90505,353,161190,0.19,self-employed,55,147811
90506,382,76390,0.38,unemployed,25,221082
90507,506,97662,0.12,employed,31,254980
90508,844,165695,0.28,unemployed,22,190721
90509,808,88216,0.22,self-employed,48,286585
90510,616,172254,0.48,employed,27,188855
90511,818,66720,0.35,self-employed,35,288819
90512,749,126990,0.59,employed,56,103623
90513,320,189158,0.36,self-employed,47,269464
90514,825,140641,0.39,unemployed,50,54943
90515,529,103494,0.17,self-employed,33,369786
90516,728,161139,0.23,self-employed,45,155904
90517,434,76218,0.41,employed,62,57694
90518,407,31625,0.36,unemployed,38,355886
90519,825,191580,0.15,self-employed,28,94321
90520,555,98424,0.16,unemployed,37,79795
90521,577,143717,0.27,unemployed,38,220265
90522,589,178362,0.33,unemployed,59,379142
90523,581,49029,0.49,unemployed,35,143706
90524,546,108849,0.15,employed,60,45349
90525,366,99417,0.23,unemployed,62,333515
90526,679,58256,0.53,unemployed,61,468421
90527,335,54974,0.38,employed,33,181594
90528,737,30935,0.14,unemployed,50,95637
90529,833,160486,0.48,unemployed,26,297063
90530,665,94396,0.55,self-employed,60,333084
90531,530,179617,0.2,self-employed,48,254101
90532,348,126701,0.33,employed,24,443173
90533,303,169801,0.6,self-employed,58,360566
90534,848,23992,0.25,unemployed,31,362126
90535,830,135493,0.14,employed,30,481716
90536,338,119801,0.4,self-employed,52,483039
90537,752,106898,0.32,self-employed,23,483048
90538,618,144930,0.26,unemployed,51,457704
90539,786,192639,0.23,unemployed,54,60413
90540,730,84461,0.16,employed,40,278966
90541,523,154148,0.56,unemployed,26,262383
90542,392,82869,0.42,employed,21,264089
90543,613,141269,0.37,self-employed,42,477729
90544,542,101831,0.26,employed,28,303185
90545,596,79776,0.14,self-employed,45,92718
90546,827,108289,0.56,unemployed,31,100171
90547,360,186350,0.21,employed,28,352537
90548,611,24268,0.37,self-employed,44,52856
90549,345,162421,0.1,employed,54,76393
90550,524,77491,0.41,self-employed,35,143140
90551,834,143022,0.46,employed,59,131979
90552,591,152492,0.37,employed,31,280255
90553,842,158990,0.53,self-employed,26,162694
90554,521,96283,0.18,employed,51,88550
90555,454,41582,0.1,employed,31,380950
90556,360,31669,0.24,self-employed,47,196930
90557,575,99699,0.26,self-employed,25,491104
90558,380,167666,0.46,unemployed,62,341537
90559,665,166652,0.54,unemployed,55,195111
90560,451,164070,0.56,unemployed,42,20684
90561,791,150279,0.44,self-employed,55,490370
90562,829,70780,0.18,self-employed,25,458878
90563,542,148760,0.27,unemployed,37,373647
90564,412,195500,0.45,employed,24,408530
90565,628,78146,0.19,self-employed,52,193470
90566,547,117011,0.11,employed,28,322250
90567,696,59460,0.32,unemployed,63,115002
90568,520,137675,0.35,self-employed,57,459948
90569,437,155695,0.51,unemployed,28,255579
90570,400,178023,0.52,self-employed,64,268980
90571,371,40075,0.41,unemployed,35,423543
90572,460,130678,0.35,unemployed,55,248645
90573,401,173362,0.47,employed,52,485738
90574,504,65785,0.5,self-employed,52,13730
90575,801,53132,0.26,unemployed,38,142901
90576,319,167273,0.19,employed,36,95731
90577,618,149463,0.37,self-employed,21,417351
90578,479,133619,0.58,unemployed,34,257996
90579,339,62936,0.44,employed,62,296015
90580,461,143155,0.4,unemployed,51,213787
90581,778,150833,0.23,self-employed,29,126281
90582,745,196120,0.44,unemployed,39,386890
90583,477,87351,0.14,self-employed,41,159304
90584,553,60252,0.57,self-employed,56,487659
90585,533,147581,0.49,unemployed,38,107871
90586,652,177565,0.21,employed,29,133333
90587,500,82630,0.45,employed,30,207898
90588,627,176962,0.52,unemployed,51,413241
90589,311,66337,0.59,unemployed,61,389336
90590,660,100396,0.17,employed,61,16576
90591,404,128401,0.33,employed,28,495300
90592,379,68481,0.53,employed,22,384618
90593,652,138413,0.27,self-employed,43,499187
90594,449,132422,0.41,unemployed,50,262243
90595,447,189475,0.2,unemployed,36,20551
90596,612,86922,0.18,employed,34,308404
90597,553,68240,0.52,self-employed,35,358334
90598,415,151329,0.42,unemployed,61,270865
90599,661,92379,0.39,unemployed,33,453563
90600,631,93913,0.12,unemployed,40,433838
90601,814,23141,0.42,unemployed,25,131792
90602,547,34565,0.31,unemployed,51,334989
90603,678,134852,0.52,self-employed,21,184849
90604,657,81441,0.37,employed,47,405890
90605,346,22274,0.11,employed,60,175444
90606,689,104794,0.31,employed,65,138629
90607,460,96262,0.41,unemployed,57,164420
90608,340,72332,0.16,self-employed,28,32116
90609,645,197781,0.38,employed,36,240706
90610,559,176681,0.27,self-employed,21,321054
90611,680,181637,0.12,employed,21,331479
90612,671,127581,0.56,self-employed,21,267581
90613,689,162504,0.41,self-employed,51,443223
90614,704,164205,0.15,unemployed,56,481288
90615,417,182991,0.18,unemployed,46,296387
90616,797,115274,0.52,employed,36,309608
90617,686,109372,0.52,employed,27,145470
90618,376,162232,0.3,employed,42,410023
90619,367,85905,0.24,unemployed,55,77933
90620,566,146916,0.32,employed,44,78158
90621,522,45813,0.13,unemployed,63,197455
90622,578,167029,0.39,unemployed,42,378986
90623,736,35071,0.55,self-employed,53,178292
90624,697,116233,0.27,unemployed,52,57816
90625,759,175524,0.56,unemployed,45,33879
90626,799,127304,0.51,unemployed,38,379347
90627,550,26617,0.51,unemployed,55,170403
90628,472,130623,0.33,unemployed,27,88094
90629,414,49095,0.37,employed,55,156540
90630,576,33269,0.41,unemployed,25,248588
90631,551,199032,0.34,employed,24,31808
90632,555,107738,0.36,employed,52,168043
90633,593,125885,0.56,employed,29,493327
90634,612,62991,0.23,self-employed,49,232019
90635,788,64557,0.17,unemployed,49,411634
90636,704,97037,0.56,employed,50,409337
90637,636,40543,0.11,self-employed,27,346006
90638,751,197794,0.13,self-employed,64,462042
90639,340,153471,0.33,self-employed,56,316898
90640,318,88845,0.53,employed,35,63698
90641,567,88259,0.46,self-employed,44,279397
90642,604,177137,0.6,unemployed,38,288437
90643,567,149728,0.37,unemployed,65,416063
90644,318,196975,0.37,unemployed,28,64290
90645,612,103298,0.48,unemployed,21,360317
90646,439,130551,0.31,employed,27,347991
90647,732,28275,0.39,unemployed,64,17069
90648,482,44902,0.55,unemployed,33,123361
90649,312,156312,0.19,employed,38,310663
90650,614,46595,0.41,self-employed,53,96981
90651,533,177895,0.38,self-employed,22,441850
90652,514,41974,0.45,employed,46,255831
90653,421,90875,0.16,self-employed,38,498559
